episode,winner,reward_0,reward_1,loss_0,loss_1,entropy_0,entropy_1
410,0,0.993,-0.007,-0.444294,0.556326,4.27219,3.753777
411,1,-0.008,0.993,0.495303,-0.430062,3.361606,4.730492
412,0,0.988,-0.012,-0.306455,0.483399,3.773135,3.634791
413,0,0.99,-0.01,-0.353577,0.389729,3.885548,3.70519
414,0,0.988,-0.012,-0.24479,0.349757,3.737861,3.265297
415,0,0.991,-0.009,-0.220635,0.277459,3.998758,3.236473
416,0,0.991,-0.009,-0.088955,0.211366,3.93942,4.004309
417,1,-0.011,0.99,1.1773,-0.499025,3.31935,3.848218
418,1,-0.01,0.991,1.323681,-0.494998,3.688462,3.978409
419,0,0.985,-0.015,-0.087268,0.298816,3.779921,2.930645
420,0,0.989,-0.011,-0.027836,0.214895,4.032106,3.463939
421,0,0.988,-0.012,-0.130004,0.238441,3.110592,3.25494
422,1,-0.008,0.993,0.846482,-0.502139,4.638431,4.279033
423,0,0.991,-0.009,-0.214294,0.192764,4.514479,3.301457
424,0,0.989,-0.011,-0.204251,0.221999,3.631457,2.978149
425,0,0.991,-0.009,-0.217321,0.21438,4.290735,3.214974
426,0,0.989,-0.011,-0.157319,0.206442,3.733611,3.181775
427,0,0.986,-0.014,0.134871,0.148668,3.27517,3.461076
428,1,-0.005,0.996,1.073332,-0.550228,4.1973,4.75021
429,0,0.99,-0.01,-0.127225,0.153904,4.217234,3.382478
430,1,-0.005,0.996,0.900503,-0.538481,4.649672,4.515708
431,1,-0.011,0.99,0.780223,-0.488501,3.670874,3.85236
432,1,-0.011,0.99,0.621918,-0.471465,3.820384,3.471627
433,0,0.994,-0.006,-0.372133,0.259068,3.079853,3.504147
434,1,-0.007,0.994,0.539565,-0.484973,3.882971,3.67487
435,0,0.986,-0.014,-0.284588,0.311536,2.775264,2.789202
436,1,-0.013,0.988,0.596456,-0.438179,3.838292,3.162257
437,0,0.989,-0.011,-0.386325,0.326719,3.677679,3.719941
438,0,0.988,-0.012,-0.323219,0.319827,4.086277,3.391683
439,0,0.991,-0.009,-0.32655,0.287535,3.977991,3.811995
440,1,-0.013,0.988,0.862363,-0.473854,3.049273,3.181437
441,0,0.989,-0.011,-0.303192,0.348227,4.241364,3.772069
442,0,0.99,-0.01,-0.275474,0.295029,4.354311,3.529185
443,1,-0.011,0.99,0.611083,-0.435153,3.512756,3.498966
444,0,0.986,-0.014,-0.128552,0.292504,3.510413,3.258204
445,1,-0.007,0.994,0.781083,-0.488081,4.227341,4.350103
446,1,-0.012,0.989,0.962703,-0.463838,3.433633,3.445616
447,0,0.99,-0.01,-0.338299,0.408745,3.598757,3.496605
448,0,0.99,-0.01,-0.256321,0.345645,3.251503,4.093646
449,1,-0.013,0.988,0.673286,-0.421127,3.244759,3.198692
450,0,0.988,-0.012,-0.271844,0.400647,3.270487,3.427316
451,1,-0.009,0.992,0.818715,-0.47119,3.36786,3.859982
452,1,-0.008,0.993,0.676281,-0.461185,3.677923,4.444921
453,0,0.991,-0.009,-0.330591,0.38087,3.965399,3.630305
454,0,0.989,-0.011,-0.235106,0.327862,3.872555,3.792504
455,1,-0.011,0.99,0.650644,-0.440292,3.634977,4.302373
456,0,0.989,-0.011,-0.325054,0.433648,4.046625,3.74052
457,0,0.988,-0.012,-0.287235,0.405779,3.710515,3.160434
458,1,-0.01,0.991,0.632322,-0.436486,3.390073,4.043871
459,0,0.987,-0.013,-0.23742,0.386553,3.769567,2.710165
460,0,0.989,-0.011,-0.269714,0.379182,3.620968,3.899228
461,1,-0.008,0.993,0.767914,-0.471105,2.989819,4.512565
462,0,0.992,-0.008,-0.325534,0.346203,4.161129,3.280749
463,1,-0.011,0.99,1.084917,-0.475655,3.319023,3.724714
464,1,-0.014,0.987,0.865161,-0.422662,3.107527,3.192238
465,0,0.988,-0.012,-0.286238,0.4486,3.168742,2.970811
466,0,0.988,-0.012,-0.266591,0.393647,3.864992,3.690345
467,1,-0.013,0.988,0.95177,-0.450739,3.020238,4.038969
468,1,-0.011,0.99,0.732785,-0.437627,3.434692,4.277661
469,1,-0.009,0.992,0.509225,-0.42519,4.445471,4.071942
470,0,0.991,-0.009,-0.330353,0.429128,3.886605,3.823119
471,0,0.99,-0.01,-0.29547,0.417759,4.087433,3.466187
472,1,-0.012,0.989,0.514062,-0.378088,3.405252,4.080276
473,1,-0.008,0.993,0.516906,-0.408794,4.3178,4.476409
474,1,-0.011,0.99,0.542799,-0.390882,3.705514,3.390125
475,0,0.99,-0.01,-0.397568,0.531434,4.204418,3.685902
476,0,0.988,-0.012,-0.344608,0.488374,3.526979,3.241224
477,1,-0.012,0.989,0.517733,-0.383308,3.57865,3.539822
478,0,0.99,-0.01,-0.377423,0.490856,4.222632,3.396395
479,1,-0.014,0.987,0.546565,-0.329409,3.3074,3.293523
480,0,0.992,-0.008,-0.438599,0.552316,3.803792,3.785154
481,1,-0.013,0.988,0.373227,-0.28357,3.856634,3.362185
482,0,0.988,-0.012,-0.382085,0.590601,3.559457,3.11928
483,1,-0.01,0.991,0.505577,-0.394231,3.906291,3.899822
484,1,-0.009,0.992,0.431638,-0.34947,3.788002,4.046274
485,0,0.99,-0.01,-0.358503,0.446961,4.037883,3.279075
486,0,0.988,-0.012,-0.388774,0.57855,3.557744,3.176048
487,0,0.991,-0.009,-0.385213,0.514383,3.575145,3.175494
488,1,-0.009,0.992,0.457294,-0.376042,4.201737,3.376167
489,0,0.988,-0.012,-0.308672,0.485698,3.455015,3.403505
490,0,0.988,-0.012,-0.290947,0.465825,3.742295,3.550216
491,1,-0.013,0.988,0.925379,-0.450515,3.939765,3.51338
492,1,-0.011,0.99,0.898343,-0.466915,3.568859,3.761292
493,1,-0.006,0.995,0.470067,-0.435572,4.037138,4.767886
494,0,0.989,-0.011,-0.342267,0.475752,3.307154,3.550557
495,0,0.991,-0.009,-0.397435,0.53224,3.339021,3.612595
496,1,-0.011,0.99,0.586765,-0.419739,3.755203,3.618426
497,0,0.989,-0.011,-0.30033,0.398187,3.850514,4.252009
498,0,0.991,-0.009,-0.326212,0.457223,3.774408,3.100658
499,0,0.993,-0.007,-0.264796,0.298871,4.077363,3.896546
500,1,-0.012,0.989,0.889766,-0.447282,3.668698,3.904177
501,0,0.986,-0.014,-0.168333,0.37474,3.29671,2.968475
502,0,0.991,-0.009,-0.150087,0.265224,4.377048,3.972711
503,1,-0.014,0.987,1.100901,-0.439546,3.489601,3.005564
504,1,-0.012,0.989,0.982307,-0.457669,3.000718,3.833591
505,0,0.988,-0.012,-0.310543,0.523466,2.96379,3.630651
506,0,0.99,-0.01,-0.217729,0.315566,4.289477,3.057052
507,1,-0.011,0.99,0.776779,-0.467009,3.853663,3.860024
508,1,-0.011,0.99,0.888318,-0.463719,3.359544,3.98518
509,0,0.992,-0.008,-0.334352,0.34764,3.920844,4.38675
510,0,0.988,-0.012,-0.151198,0.308736,3.677058,3.570263
511,1,-0.013,0.988,0.817092,-0.412201,3.30513,3.295377
512,0,0.987,-0.013,-0.178446,0.347457,3.286283,3.400964
513,1,-0.009,0.992,0.630765,-0.447559,3.256627,3.968471
514,1,-0.011,0.99,0.567713,-0.397963,3.397943,3.272407
515,1,-0.013,0.988,0.577608,-0.332547,3.540606,3.210036
516,0,0.987,-0.013,-0.367957,0.702352,3.248132,2.303299
517,1,-0.008,0.993,0.503801,-0.414602,3.98127,3.981625
518,1,-0.009,0.992,0.367296,-0.315092,3.565795,3.756798
519,1,-0.012,0.989,0.412824,-0.251476,3.224421,3.365176
520,0,0.987,-0.013,-0.421512,0.860548,3.016801,3.508722
521,1,-0.013,0.988,0.383666,-0.171454,3.542729,3.309721
522,0,0.987,-0.013,-0.40907,0.811282,3.553992,3.439047
523,0,0.986,-0.014,-0.399927,0.967256,3.567814,3.265616
524,1,-0.01,0.991,0.295335,-0.142664,3.534585,3.246833
525,0,0.99,-0.01,-0.491631,0.992839,3.570023,3.556674
526,0,0.99,-0.01,-0.42202,0.596212,3.844797,4.068592
527,1,-0.011,0.99,0.446693,-0.397769,3.817468,3.909763
528,1,-0.013,0.988,0.539129,-0.378098,3.600907,3.537173
529,1,-0.011,0.99,0.388843,-0.339712,3.080546,4.046556
530,0,0.989,-0.011,-0.437068,0.723381,3.758693,3.550198
531,0,0.987,-0.013,-0.389057,0.691657,3.664646,2.858023
532,1,-0.012,0.989,0.404889,-0.304082,3.433669,3.716426
533,1,-0.007,0.994,0.31493,-0.3351,3.797259,4.624267
534,0,0.993,-0.007,-0.482687,0.825413,2.968978,3.998836
535,1,-0.008,0.993,0.307859,-0.260046,4.388293,3.981343
536,0,0.988,-0.012,-0.441106,0.941408,3.008112,3.437709
537,1,-0.011,0.99,0.349807,-0.217182,3.414081,3.361371
538,1,-0.011,0.99,0.347023,-0.225103,3.573785,3.491579
539,0,0.988,-0.012,-0.432514,0.790574,3.855207,3.684967
540,1,-0.009,0.992,0.287883,-0.225846,3.991628,4.014433
541,1,-0.009,0.992,0.347055,-0.251079,4.134042,4.276596
542,1,-0.01,0.991,0.307485,-0.183687,3.820233,3.989126
543,1,-0.011,0.99,0.291228,-0.080007,4.14697,3.998313
544,0,0.992,-0.008,-0.483047,1.133718,4.541183,3.603179
545,0,0.994,-0.006,-0.511061,1.083004,4.524405,4.561785
546,0,0.989,-0.011,-0.45549,0.997008,3.482575,3.403573
547,1,-0.011,0.99,0.362851,-0.165306,3.296576,3.583023
548,1,-0.014,0.987,0.442631,-0.152365,3.430666,2.738988
549,1,-0.01,0.991,0.432406,-0.345625,3.853461,3.570656
550,0,0.994,-0.006,-0.476094,0.739659,4.496097,3.598486
551,1,-0.01,0.991,0.253969,-0.169904,4.0966,3.63835
552,1,-0.012,0.989,0.29396,-0.119258,3.412329,3.867494
553,0,0.992,-0.008,-0.473227,0.770311,4.018254,3.802202
554,1,-0.009,0.992,0.245886,-0.196711,3.944322,4.332617
555,0,0.989,-0.011,-0.457663,0.996739,3.443,3.689231
556,1,-0.011,0.99,0.333224,-0.209908,3.571178,3.357955
557,0,0.988,-0.012,-0.44261,0.926202,3.27615,3.056377
558,1,-0.008,0.993,0.348545,-0.313608,4.008161,4.408051
559,1,-0.012,0.989,0.389327,-0.283493,3.722845,4.092918
560,1,-0.004,0.997,0.285116,-0.349374,4.969664,4.949106
561,1,-0.01,0.991,0.231543,-0.122254,3.595397,3.949982
562,1,-0.013,0.988,0.329926,-0.1396,2.943903,3.941731
563,1,-0.01,0.991,0.188614,0.005646,4.240243,4.205402
564,1,-0.015,0.986,0.244999,0.104722,3.142386,2.73229
565,0,0.989,-0.011,-0.511596,1.563081,3.973973,3.786433
566,0,0.99,-0.01,-0.508563,1.250684,3.569974,4.021758
567,0,0.987,-0.013,-0.47043,1.047722,3.218761,3.29235
568,0,0.988,-0.012,-0.450068,0.758256,3.252874,3.732915
569,0,0.988,-0.012,-0.457906,0.661278,3.606827,3.36601
570,1,-0.013,0.988,0.330259,-0.312166,3.088014,3.449874
571,1,-0.011,0.99,0.348159,-0.34469,3.331741,3.591514
572,0,0.99,-0.01,-0.449072,0.573367,3.787593,3.420062
573,0,0.991,-0.009,-0.415631,0.491025,3.598991,3.514673
574,0,0.99,-0.01,-0.418025,0.449735,3.537913,3.640958
575,1,-0.011,0.99,0.506398,-0.423666,3.135443,3.078039
576,0,0.99,-0.01,-0.402093,0.473741,3.273073,3.472996
577,0,0.989,-0.011,-0.348106,0.321005,3.766141,3.57858
578,0,0.987,-0.013,-0.213447,0.323289,2.562581,3.33448
579,1,-0.011,0.99,0.618623,-0.455795,3.316062,3.615383
580,0,0.99,-0.01,-0.206476,0.269579,3.288518,3.964567
581,0,0.991,-0.009,-0.328397,0.33538,3.884827,4.052911
582,1,-0.012,0.989,1.019879,-0.497491,3.487917,4.26392
583,0,0.991,-0.009,-0.111055,0.211364,3.911367,3.858296
584,1,-0.011,0.99,1.205973,-0.490735,3.97695,3.794741
585,0,0.989,-0.011,-0.158171,0.236391,2.984785,3.561532
586,1,-0.01,0.991,0.936713,-0.4936,3.622448,4.360278
587,0,0.987,-0.013,-0.091561,0.246029,3.217685,3.392202
588,1,-0.008,0.993,0.845709,-0.510542,4.127148,4.48217
589,1,-0.007,0.994,0.691037,-0.487422,4.228187,3.775518
590,0,0.988,-0.012,-0.339399,0.353076,3.496297,3.428794
591,0,0.99,-0.01,-0.346206,0.332526,3.45265,3.491652
592,0,0.992,-0.008,-0.402296,0.321438,3.379642,3.782595
593,1,-0.009,0.992,0.715208,-0.472412,3.831414,3.673263
594,1,-0.012,0.989,0.886548,-0.469854,3.134563,3.603412
595,0,0.988,-0.012,-0.290717,0.320379,3.408729,3.454863
596,1,-0.011,0.99,0.6118,-0.445868,3.230536,3.978349
597,1,-0.011,0.99,0.602675,-0.436755,3.605001,3.684045
598,0,0.992,-0.008,-0.451206,0.46213,3.670479,3.89009
599,0,0.987,-0.013,-0.349758,0.424765,3.075257,3.671697
600,1,-0.012,0.989,0.507666,-0.389976,3.260854,3.367269
601,0,0.989,-0.011,-0.392015,0.424423,3.542043,3.853145
602,0,0.994,-0.006,-0.427573,0.37229,4.029591,4.527658
603,0,0.988,-0.012,-0.285375,0.314056,3.515544,3.315205
604,0,0.992,-0.008,-0.226001,0.230649,4.537042,3.347862
605,1,-0.013,0.988,0.830642,-0.461832,3.262793,3.610173
606,1,-0.013,0.988,1.025653,-0.463268,3.200546,3.345213
607,1,-0.012,0.989,0.999141,-0.473895,2.961656,3.475396
608,0,0.99,-0.01,-0.316111,0.385638,3.348895,3.61439
609,0,0.992,-0.008,-0.34657,0.380114,4.143205,3.521336
610,0,0.989,-0.011,-0.181616,0.267216,3.721318,4.012081
611,1,-0.01,0.991,0.834533,-0.491943,3.470405,4.658502
612,1,-0.012,0.989,0.841037,-0.470337,3.594666,3.659687
613,0,0.988,-0.012,-0.257179,0.336834,3.272904,3.452473
614,0,0.994,-0.006,-0.257243,0.247963,4.09584,3.40548
615,0,0.988,-0.012,-0.238596,0.32745,3.61348,3.556265
616,1,-0.011,0.99,0.875464,-0.455335,3.971557,3.868366
617,0,0.991,-0.009,-0.258399,0.292142,3.89009,3.513593
618,0,0.988,-0.012,-0.169352,0.312684,3.221341,3.248754
619,0,0.99,-0.01,-0.134961,0.243765,3.726717,4.004747
620,1,-0.012,0.989,1.057618,-0.462208,3.500595,3.758719
621,1,-0.011,0.99,1.115805,-0.475171,3.497688,3.929045
622,1,-0.011,0.99,0.852455,-0.45457,3.152348,3.659042
623,0,0.99,-0.01,-0.168759,0.274731,3.232262,3.407202
624,1,-0.009,0.992,0.708082,-0.444406,3.370839,4.325762
625,1,-0.013,0.988,0.717739,-0.4099,3.735791,4.00321
626,0,0.987,-0.013,-0.31057,0.479019,3.388507,3.036611
627,1,-0.014,0.987,0.728198,-0.373547,3.155656,3.251786
628,0,0.997,-0.003,-0.444704,0.405949,4.606827,5.140376
629,1,-0.012,0.989,0.62608,-0.397471,3.446834,3.429727
630,1,-0.01,0.991,0.530667,-0.35721,3.237883,3.570337
631,1,-0.008,0.993,0.406309,-0.277693,3.787175,4.054145
632,0,0.988,-0.012,-0.401152,0.816127,3.488252,3.449911
633,1,-0.008,0.993,0.349343,-0.270184,3.81169,3.710979
634,0,0.988,-0.012,-0.40315,0.985507,3.342144,3.697248
635,1,-0.01,0.991,0.360116,-0.224419,3.801292,3.439017
636,0,0.987,-0.013,-0.346556,0.738318,2.596746,3.309108
637,0,0.989,-0.011,-0.403022,0.757215,4.1074,3.350039
638,0,0.992,-0.008,-0.410633,0.616362,3.925781,3.516272
639,0,0.989,-0.011,-0.396173,0.660057,3.968642,3.459194
640,0,0.988,-0.012,-0.280142,0.44481,3.528305,3.276312
641,0,0.991,-0.009,-0.221258,0.294571,3.335135,3.735296
642,0,0.989,-0.011,-0.203797,0.318072,3.303314,3.63719
643,0,0.992,-0.008,0.045384,0.13672,4.215161,3.493433
644,0,0.986,-0.014,0.076344,0.165322,3.247075,3.333764
645,0,0.993,-0.007,-0.006825,0.081858,4.143375,3.483165
646,0,0.989,-0.011,0.044681,0.033507,3.711947,3.898909
647,1,-0.009,0.992,1.105855,-0.542781,3.233311,4.610029
648,1,-0.014,0.987,1.009879,-0.517062,3.032002,3.754716
649,0,0.991,-0.009,-0.252478,0.110613,3.826826,3.581663
650,1,-0.012,0.989,0.913022,-0.515096,3.017706,3.845802
651,1,-0.012,0.989,0.858285,-0.505262,3.415398,3.681464
652,0,0.987,-0.013,-0.206374,0.165273,3.36762,3.395756
653,1,-0.014,0.987,0.76866,-0.48032,3.15863,3.508689
654,0,0.991,-0.009,-0.370238,0.263393,3.382866,3.481117
655,1,-0.012,0.989,0.575969,-0.474605,3.36896,4.031987
656,0,0.989,-0.011,-0.344655,0.231358,3.687587,3.689215
657,0,0.992,-0.008,-0.397637,0.253787,4.393979,3.638944
658,1,-0.012,0.989,0.530358,-0.467559,3.742003,4.181623
659,0,0.987,-0.013,-0.290079,0.282395,2.87671,3.364278
660,0,0.99,-0.01,-0.331325,0.317719,3.696853,3.522571
661,1,-0.014,0.987,0.680059,-0.431154,3.345635,3.140633
662,1,-0.01,0.991,0.571756,-0.454304,3.771474,4.032279
663,1,-0.014,0.987,0.69282,-0.412286,3.594678,3.698037
664,0,0.987,-0.013,-0.330792,0.404049,3.417571,3.075076
665,0,0.994,-0.006,-0.338847,0.288007,4.7631,3.816182
666,0,0.99,-0.01,-0.341245,0.436026,3.539321,4.300161
667,0,0.989,-0.011,-0.245345,0.373823,3.016262,3.240713
668,0,0.988,-0.012,-0.225697,0.315453,3.413484,3.320624
669,0,0.989,-0.011,-0.118313,0.257713,4.089333,3.308725
670,1,-0.01,0.991,1.154621,-0.488376,3.749147,3.55428
671,0,0.987,-0.013,-0.023499,0.203673,3.564951,3.302062
672,1,-0.013,0.988,1.278029,-0.483768,3.367523,3.205598
673,0,0.989,-0.011,-0.128993,0.190603,3.92224,3.314786
674,0,0.992,-0.008,-0.148074,0.17867,3.754892,4.023225
675,0,0.993,-0.007,-0.101618,0.169111,4.366143,3.728428
676,0,0.989,-0.011,-0.13948,0.20306,3.549363,3.097704
677,0,0.991,-0.009,-0.089249,0.175194,4.405333,3.230287
678,0,0.99,-0.01,-0.004403,0.162655,4.223451,3.146485
679,0,0.989,-0.011,0.116171,0.131951,4.250966,2.980223
680,0,0.989,-0.011,-0.027416,0.094799,3.753453,3.551054
681,1,-0.012,0.989,1.183824,-0.511137,3.401036,3.946823
682,1,-0.012,0.989,0.968896,-0.500493,3.074071,3.704752
683,0,0.991,-0.009,-0.243181,0.14874,4.036979,3.834985
684,0,0.989,-0.011,-0.179402,0.17146,4.141813,2.714163
685,0,0.992,-0.008,-0.220928,0.133664,4.467616,4.273001
686,1,-0.01,0.991,1.099827,-0.513599,3.606368,3.515878
687,0,0.991,-0.009,-0.238261,0.180611,4.190744,4.101988
688,1,-0.009,0.992,1.082819,-0.516287,4.381136,3.873412
689,1,-0.011,0.99,0.814673,-0.488682,3.860988,3.696893
690,1,-0.012,0.989,0.785685,-0.459179,3.920355,3.522648
691,1,-0.008,0.993,0.690705,-0.486418,3.783637,4.409421
692,0,0.988,-0.012,-0.346671,0.383135,3.629785,3.87095
693,1,-0.005,0.996,0.510212,-0.477005,4.263416,4.079216
694,1,-0.01,0.991,0.520226,-0.432641,3.574021,4.369931
695,1,-0.012,0.989,0.544201,-0.410197,3.312093,3.710857
696,0,0.992,-0.008,-0.432051,0.577881,3.684319,3.735056
697,1,-0.009,0.992,0.351742,-0.306304,3.546443,3.996883
698,0,0.986,-0.014,-0.392543,0.742604,2.986326,3.300235
699,0,0.989,-0.011,-0.42645,0.660806,3.942975,3.289525
700,0,0.989,-0.011,-0.397248,0.588823,3.677855,3.897757
701,1,-0.012,0.989,0.484877,-0.363081,3.363785,3.620142
702,1,-0.008,0.993,0.479588,-0.431021,3.963831,4.486729
703,1,-0.01,0.991,0.34459,-0.34297,4.305542,3.760886
704,1,-0.013,0.988,0.359446,-0.245586,3.387046,3.263259
705,1,-0.012,0.989,0.298596,-0.224713,3.584682,3.594958
706,0,0.988,-0.012,-0.471912,1.033211,3.883529,3.531272
707,1,-0.01,0.991,0.295193,-0.237087,3.220665,4.042924
708,1,-0.014,0.987,0.289962,-0.182742,3.019826,3.235017
709,1,-0.013,0.988,0.250421,-0.046875,3.276005,3.445877
710,1,-0.013,0.988,0.204451,-0.012745,3.413877,3.157743
711,1,-0.01,0.991,0.162408,-0.08224,3.247057,3.485469
712,0,0.988,-0.012,-0.492807,1.1983,3.078151,3.508666
713,0,0.988,-0.012,-0.505912,1.350374,3.508287,3.731662
714,1,-0.011,0.99,0.145951,-0.05556,3.537813,3.708655
715,0,0.987,-0.013,-0.487256,1.189412,3.289509,3.273
716,1,-0.007,0.994,0.22665,-0.296644,3.982289,3.378981
717,1,-0.011,0.99,0.23951,-0.250735,3.855162,3.931081
718,0,0.99,-0.01,-0.483796,0.785147,3.596418,3.38032
719,0,0.992,-0.008,-0.473554,0.654136,3.602273,4.012219
720,1,-0.011,0.99,0.325549,-0.2993,3.526521,3.564764
721,0,0.99,-0.01,-0.466232,0.830135,3.94848,2.986709
722,0,0.991,-0.009,-0.446524,0.693005,3.695791,3.64401
723,0,0.986,-0.014,-0.309005,0.505888,3.487821,3.407
724,1,-0.01,0.991,0.594651,-0.390663,3.304474,3.698151
725,0,0.99,-0.01,-0.38122,0.544956,3.775112,4.092023
726,1,-0.015,0.986,0.841439,-0.421856,3.515527,3.311558
727,1,-0.009,0.992,0.518275,-0.394478,3.657733,3.904718
728,1,-0.012,0.989,0.488159,-0.353269,3.523634,3.294011
729,1,-0.009,0.992,0.358241,-0.313674,3.380212,4.054478
730,0,0.986,-0.014,-0.411238,0.766718,3.395742,2.845792
731,1,-0.014,0.987,0.376463,-0.213526,2.886734,3.567773
732,0,0.995,-0.005,-0.499004,0.671869,4.725789,4.653366
733,0,0.99,-0.01,-0.466619,0.840111,3.993142,3.249308
734,0,0.99,-0.01,-0.431009,0.722261,3.445359,3.665501
735,1,-0.013,0.988,0.434777,-0.317901,3.362594,3.205159
736,0,0.993,-0.007,-0.421334,0.431851,4.153553,3.74017
737,0,0.99,-0.01,-0.351316,0.438998,3.762298,3.271049
738,1,-0.009,0.992,0.442463,-0.381648,4.05296,4.309468
739,0,0.99,-0.01,-0.314937,0.434963,3.600816,2.917979
740,0,0.989,-0.011,-0.362076,0.580194,3.565271,3.434283
741,0,0.987,-0.013,-0.16086,0.333835,3.890845,3.334678
742,1,-0.011,0.99,0.839174,-0.431104,3.56318,4.006263
743,0,0.995,-0.005,-0.31151,0.313554,4.755266,4.428034
744,1,-0.011,0.99,1.119626,-0.467941,3.444065,3.893933
745,1,-0.011,0.99,0.902235,-0.429486,3.620783,3.668065
746,1,-0.01,0.991,0.915111,-0.449363,3.922091,3.63484
747,0,0.987,-0.013,-0.308351,0.519227,3.404269,3.295112
748,0,0.991,-0.009,-0.31123,0.417002,3.270415,3.009446
749,1,-0.013,0.988,0.736719,-0.399611,3.097259,3.785653
750,0,0.991,-0.009,-0.309976,0.381704,4.212738,4.230859
751,0,0.989,-0.011,-0.291786,0.401853,3.855795,4.075178
752,0,0.989,-0.011,-0.268844,0.466768,3.992788,3.137415
753,1,-0.01,0.991,0.993158,-0.457915,4.168073,3.665822
754,1,-0.01,0.991,0.83965,-0.426657,3.159244,4.009273
755,0,0.987,-0.013,-0.219225,0.363989,3.975823,3.7207
756,0,0.987,-0.013,-0.086115,0.327487,3.045559,2.913551
757,1,-0.01,0.991,0.744838,-0.444127,4.383459,3.824607
758,0,0.991,-0.009,-0.209031,0.266088,3.581022,4.044693
759,1,-0.012,0.989,0.796043,-0.422689,3.355895,3.498914
760,0,0.99,-0.01,-0.294073,0.391168,4.041524,3.285191
761,0,0.987,-0.013,-0.212745,0.374162,3.259314,3.266907
762,0,0.988,-0.012,-0.260908,0.363794,3.674318,3.808089
763,1,-0.013,0.988,1.040211,-0.447246,3.640111,3.35386
764,0,0.992,-0.008,-0.17831,0.267821,4.742925,3.549133
765,1,-0.011,0.99,1.163109,-0.479746,3.12971,3.704706
766,1,-0.01,0.991,0.915321,-0.475868,3.661134,4.027728
767,1,-0.014,0.987,0.796182,-0.431521,3.417335,3.536799
768,0,0.991,-0.009,-0.319112,0.404253,4.094468,3.479646
769,1,-0.012,0.989,0.616512,-0.431978,3.602247,3.700632
770,0,0.987,-0.013,-0.297888,0.419177,3.6896,3.653078
771,0,0.99,-0.01,-0.36056,0.386548,4.13532,3.568562
772,0,0.99,-0.01,-0.367676,0.408845,4.151078,4.197855
773,1,-0.009,0.992,0.817972,-0.480899,4.070142,3.64797
774,0,0.99,-0.01,-0.294498,0.344944,3.906755,3.591635
775,0,0.987,-0.013,-0.158024,0.306931,3.111104,3.481707
776,1,-0.01,0.991,0.722836,-0.450719,3.290688,3.882388
777,0,0.988,-0.012,-0.241538,0.385036,3.471436,3.7539
778,1,-0.011,0.99,0.8686,-0.458771,3.181726,3.406732
779,0,0.989,-0.011,-0.230827,0.322616,3.548859,3.698923
780,0,0.987,-0.013,-0.059756,0.290126,3.314364,3.086054
781,1,-0.013,0.988,1.014093,-0.448661,3.223705,3.15751
782,1,-0.011,0.99,0.749393,-0.452354,3.607071,3.80597
783,0,0.992,-0.008,-0.293048,0.290464,4.456179,3.860705
784,1,-0.008,0.993,0.656809,-0.463237,3.782277,3.362509
785,0,0.987,-0.013,-0.228669,0.367794,3.347417,3.45869
786,0,0.99,-0.01,-0.259121,0.343414,4.242436,3.272172
787,1,-0.013,0.988,0.749894,-0.419919,3.073318,3.456136
788,1,-0.01,0.991,0.751789,-0.451707,4.09914,3.90713
789,1,-0.01,0.991,0.695236,-0.452289,4.014515,3.83412
790,1,-0.006,0.995,0.465907,-0.451094,4.099951,4.383125
791,0,0.99,-0.01,-0.423814,0.535779,4.269242,3.41618
792,0,0.99,-0.01,-0.383491,0.455376,4.124283,3.679455
793,1,-0.012,0.989,0.577021,-0.383936,3.273957,3.512189
794,1,-0.012,0.989,0.46046,-0.344462,3.492934,3.471396
795,1,-0.013,0.988,0.387776,-0.295212,3.228715,3.234069
796,1,-0.01,0.991,0.382027,-0.287669,3.981591,4.263134
797,0,0.987,-0.013,-0.431112,0.894804,3.336769,3.111966
798,0,0.991,-0.009,-0.455571,0.753581,3.945825,4.115515
799,1,-0.011,0.99,0.298383,-0.208332,3.544533,3.372014
800,1,-0.011,0.99,0.391218,-0.293546,3.960733,3.754617
801,1,-0.008,0.993,0.329537,-0.319372,4.148228,4.066901
802,1,-0.005,0.996,0.244592,-0.230049,3.518241,4.739391
803,0,0.99,-0.01,-0.471968,1.125922,3.761803,3.501735
804,0,0.991,-0.009,-0.488385,1.44375,3.824889,3.576164
805,0,0.988,-0.012,-0.430345,1.032407,3.229866,3.542787
806,1,-0.007,0.994,0.32007,-0.235954,4.122031,4.731914
807,0,0.992,-0.008,-0.458015,0.794334,4.195876,4.055785
808,0,0.991,-0.009,-0.446672,0.860925,3.610251,3.223845
809,0,0.989,-0.011,-0.377415,0.645669,3.890593,3.097243
810,0,0.991,-0.009,-0.40498,0.564315,4.03678,3.657464
811,1,-0.011,0.99,0.55646,-0.376272,3.683888,3.728605
812,1,-0.011,0.99,0.548132,-0.387412,3.128175,3.990603
813,1,-0.01,0.991,0.490814,-0.37676,3.748126,4.227799
814,0,0.987,-0.013,-0.369041,0.655158,3.691925,3.0797
815,1,-0.01,0.991,0.564015,-0.3997,3.749226,3.92192
816,1,-0.005,0.996,0.404939,-0.408499,4.758716,3.969728
817,1,-0.009,0.992,0.358355,-0.331794,3.719293,4.051168
818,0,0.992,-0.008,-0.431525,0.65919,4.596735,3.24364
819,0,0.992,-0.008,-0.417503,0.561431,4.495242,3.871701
