episode,winner,reward_0,reward_1,loss_0,loss_1,entropy_0,entropy_1
238,0,0.989,-0.011,-0.478048,1.09158,4.040836,3.096599
239,0,0.994,-0.006,-0.470189,0.714064,4.020869,3.890268
240,0,0.987,-0.013,-0.378634,0.715146,3.421313,3.217928
241,0,0.99,-0.01,-0.333499,0.407159,4.097395,3.611979
242,1,-0.008,0.993,0.629971,-0.45836,3.650286,4.430266
243,1,-0.013,0.988,0.631734,-0.378436,3.371809,3.350698
244,1,-0.014,0.987,0.499666,-0.332794,3.533312,2.789239
245,0,0.99,-0.01,-0.403207,0.493641,3.560017,3.750583
246,1,-0.011,0.99,0.513406,-0.373313,3.583404,3.799704
247,1,-0.01,0.991,0.507479,-0.394954,3.3484,4.146654
248,0,0.986,-0.014,-0.397656,0.841647,3.360088,3.243162
249,1,-0.012,0.989,0.332286,-0.285428,3.476468,3.472771
250,0,0.988,-0.012,-0.398346,0.722616,3.821163,3.313775
251,0,0.988,-0.012,-0.417315,0.626855,3.44974,3.399818
252,0,0.99,-0.01,-0.413528,0.64419,3.62225,3.041774
253,0,0.992,-0.008,-0.399153,0.539058,3.165478,4.01138
254,1,-0.013,0.988,0.846716,-0.426087,3.88064,3.531755
255,1,-0.016,0.985,0.837062,-0.423736,3.170242,3.262105
256,1,-0.012,0.989,0.526724,-0.350833,3.386583,3.892929
257,1,-0.007,0.994,0.432479,-0.405256,3.904041,4.387488
258,1,-0.011,0.99,0.460162,-0.3405,3.762639,3.549154
259,1,-0.012,0.989,0.386192,-0.32119,3.764394,3.285404
260,1,-0.011,0.99,0.282116,-0.147524,4.056886,4.060111
261,1,-0.012,0.989,0.218678,0.030776,3.492249,3.648472
262,1,-0.011,0.99,0.162603,0.096243,3.936386,3.827715
263,0,0.989,-0.011,-0.494606,1.27035,3.869236,3.480528
264,1,-0.011,0.99,0.227044,-0.189374,3.723206,3.624562
265,1,-0.012,0.989,0.185532,-0.060542,3.592489,3.109069
266,1,-0.009,0.992,0.116426,0.004969,4.004052,4.162829
267,0,0.99,-0.01,-0.494616,0.987989,3.7612,3.762133
268,0,0.988,-0.012,-0.48442,0.927116,3.654795,3.655427
269,0,0.987,-0.013,-0.456347,0.742956,3.064077,3.584794
270,1,-0.013,0.988,0.195067,-0.232859,3.602546,3.128668
271,0,0.988,-0.012,-0.476028,0.782741,3.419939,3.396217
272,1,-0.011,0.99,0.314034,-0.347888,3.831601,3.237286
273,0,0.989,-0.011,-0.437536,0.53014,3.416945,3.584201
274,0,0.989,-0.011,-0.420238,0.447942,3.27214,3.755632
275,0,0.989,-0.011,-0.400923,0.480492,4.041666,3.60203
276,0,0.988,-0.012,-0.368067,0.421703,3.846072,3.090343
277,0,0.987,-0.013,-0.289953,0.362818,3.62192,3.289241
278,1,-0.013,0.988,0.721148,-0.446038,3.305018,3.680713
279,0,0.99,-0.01,-0.270212,0.268085,3.876733,3.753979
280,0,0.99,-0.01,-0.178278,0.199244,4.018239,3.887754
281,0,0.99,-0.01,-0.171585,0.237648,3.731128,3.305448
282,1,-0.011,0.99,1.701394,-0.508073,4.240438,3.389496
283,0,0.991,-0.009,-0.109351,0.211129,4.166861,3.232864
284,1,-0.011,0.99,1.192247,-0.499642,3.205816,4.243997
285,0,0.989,-0.011,-0.187645,0.264214,3.761555,3.241283
286,0,0.99,-0.01,-0.149301,0.220194,3.457878,3.629044
287,1,-0.013,0.988,1.242316,-0.483099,3.312468,3.156237
288,1,-0.009,0.992,0.88092,-0.495694,3.633062,4.370526
289,1,-0.011,0.99,0.559979,-0.448747,4.132684,3.735015
290,0,0.991,-0.009,-0.350467,0.37103,4.010803,3.153993
291,0,0.989,-0.011,-0.272912,0.319828,4.037815,3.31004
292,0,0.989,-0.011,-0.23522,0.285762,3.26817,4.082123
293,1,-0.013,0.988,0.780414,-0.436835,3.556162,3.650815
294,0,0.987,-0.013,-0.196069,0.341958,3.64339,3.195146
295,0,0.988,-0.012,-0.208203,0.308133,3.733321,2.568465
296,1,-0.012,0.989,1.217036,-0.469371,3.923962,3.616833
297,0,0.989,-0.011,-0.219779,0.325887,3.472824,3.653357
298,0,0.991,-0.009,-0.18542,0.275823,3.363277,4.374259
299,0,0.988,-0.012,-0.038024,0.24838,3.603541,3.207985
300,1,-0.011,0.99,1.106537,-0.499727,3.450564,3.900011
301,1,-0.011,0.99,0.758543,-0.464077,3.96747,3.483413
302,0,0.99,-0.01,-0.218169,0.311866,4.28068,3.131893
303,1,-0.011,0.99,0.799416,-0.477434,4.210922,3.662886
304,1,-0.012,0.989,0.603357,-0.418863,3.557869,3.56795
305,1,-0.01,0.991,0.623027,-0.432762,3.450012,3.711035
306,0,0.992,-0.008,-0.443392,0.600376,3.850961,3.446861
307,0,0.99,-0.01,-0.411763,0.560647,4.45444,2.941925
308,1,-0.011,0.99,0.506058,-0.387109,3.840793,3.384583
309,0,0.986,-0.014,-0.330434,0.575937,3.26372,3.048623
310,1,-0.012,0.989,0.669725,-0.421244,3.060729,3.878645
311,1,-0.013,0.988,0.434725,-0.313131,3.336575,3.377172
312,1,-0.013,0.988,0.402881,-0.301873,2.721295,2.9956
313,1,-0.009,0.992,0.290883,-0.276119,3.568584,4.452699
314,1,-0.012,0.989,0.215026,-0.026048,3.399242,3.026271
315,0,0.993,-0.007,-0.483983,1.108867,4.212155,3.994644
316,1,-0.011,0.99,0.233238,-0.102438,3.614886,3.627684
317,0,0.993,-0.007,-0.462871,0.95606,4.176606,3.249998
318,1,-0.013,0.988,0.356461,-0.152268,3.619805,2.990082
319,1,-0.011,0.99,0.375018,-0.236226,3.738158,3.720887
320,0,0.987,-0.013,-0.41706,1.003648,3.200247,3.372842
321,1,-0.013,0.988,0.267002,-0.109403,3.732303,2.732051
322,1,-0.012,0.989,0.278958,-0.151844,3.702923,3.709694
323,0,0.994,-0.006,-0.502377,0.831797,4.718249,5.026271
324,1,-0.012,0.989,0.40684,-0.290626,3.776214,3.124464
325,0,0.991,-0.009,-0.463413,0.691209,4.536595,3.733838
326,1,-0.012,0.989,0.279573,-0.158144,3.600472,3.33618
327,0,0.993,-0.007,-0.483736,0.750529,4.36996,4.194282
328,1,-0.007,0.994,0.262131,-0.323079,3.854541,4.699039
329,0,0.988,-0.012,-0.428576,0.742613,3.768639,3.222211
330,0,0.989,-0.011,-0.426702,0.683461,3.626852,3.783686
331,1,-0.012,0.989,0.386619,-0.294018,3.504925,3.292706
332,1,-0.012,0.989,0.296635,-0.274752,3.350003,3.160573
333,0,0.991,-0.009,-0.451195,0.64111,3.959921,4.154926
334,0,0.991,-0.009,-0.402286,0.529776,3.338271,3.317921
335,1,-0.008,0.993,0.439949,-0.383606,3.928328,4.533094
336,1,-0.004,0.997,0.438284,-0.447457,4.741317,4.920792
337,1,-0.013,0.988,0.471865,-0.25852,3.567066,3.718225
338,0,0.99,-0.01,-0.436551,0.758303,3.724102,3.306428
339,0,0.992,-0.008,-0.42381,0.630179,3.882062,3.394335
340,1,-0.01,0.991,0.350235,-0.280619,3.953133,4.199474
341,0,0.991,-0.009,-0.409947,0.58405,4.108998,3.532057
342,1,-0.013,0.988,0.620572,-0.378101,3.330489,3.613164
343,1,-0.01,0.991,0.420957,-0.35282,3.224572,3.952481
344,1,-0.009,0.992,0.481122,-0.397199,4.402174,4.255512
345,1,-0.013,0.988,0.371859,-0.155247,3.414274,3.512391
346,0,0.989,-0.011,-0.48304,1.080427,3.803407,3.50916
347,1,-0.012,0.989,0.28357,-0.183397,3.716666,3.8084
348,0,0.989,-0.011,-0.485755,1.226741,3.397761,3.184518
349,0,0.993,-0.007,-0.495895,0.861993,4.203291,4.457245
350,1,-0.013,0.988,0.34164,-0.215581,3.415279,2.808374
351,0,0.987,-0.013,-0.425139,0.73509,3.736468,3.236989
352,0,0.989,-0.011,-0.42542,0.579704,3.870264,3.799792
353,0,0.988,-0.012,-0.403689,0.577461,3.620385,3.435427
354,1,-0.011,0.99,0.4219,-0.363437,3.55815,4.040417
355,0,0.993,-0.007,-0.427155,0.547505,4.005235,3.549718
356,1,-0.011,0.99,0.567231,-0.408775,4.089644,3.833316
357,0,0.992,-0.008,-0.344269,0.384937,4.363709,4.230098
358,0,0.993,-0.007,-0.374124,0.393297,4.15837,4.238138
359,1,-0.012,0.989,0.670205,-0.418238,3.699171,3.656691
360,0,0.989,-0.011,-0.280202,0.37286,3.322166,3.082502
361,0,0.988,-0.012,-0.209797,0.383663,3.722617,3.526685
362,0,0.993,-0.007,-0.224352,0.267441,4.770854,2.883943
363,0,0.991,-0.009,-0.13285,0.235305,4.17052,3.680896
364,0,0.989,-0.011,-0.172411,0.301353,3.941289,2.844988
365,0,0.991,-0.009,-0.041075,0.186243,4.317412,3.883588
366,0,0.99,-0.01,0.073963,0.145089,4.273951,3.304668
367,0,0.989,-0.011,0.026614,0.147305,3.906074,3.615692
368,0,0.992,-0.008,-0.093384,0.12477,3.883496,4.068384
369,1,-0.013,0.988,1.458791,-0.51403,3.960065,3.393109
370,1,-0.007,0.994,1.080584,-0.535717,3.508915,4.811315
371,1,-0.012,0.989,1.174541,-0.506611,3.752825,3.740288
372,0,0.987,-0.013,-0.183735,0.192497,3.392261,3.073731
373,0,0.99,-0.01,-0.269773,0.221602,3.484306,3.283286
374,0,0.989,-0.011,-0.226575,0.190066,3.999212,3.424919
375,1,-0.014,0.987,0.783713,-0.468734,3.522977,3.229351
376,1,-0.014,0.987,0.817566,-0.4667,3.112995,3.200916
377,1,-0.011,0.99,0.826139,-0.488271,3.425036,3.799714
378,1,-0.013,0.988,0.781708,-0.444939,3.343244,3.055357
379,1,-0.006,0.995,0.422086,-0.453224,3.615859,3.972224
380,1,-0.01,0.991,0.422758,-0.39059,3.143313,4.440422
381,0,0.988,-0.012,-0.415194,0.539252,3.224714,3.308023
382,1,-0.01,0.991,0.316537,-0.337648,3.912584,4.186897
383,1,-0.013,0.988,0.378373,-0.227815,3.742281,3.044483
384,1,-0.011,0.99,0.307209,-0.208063,3.618501,3.69436
385,1,-0.014,0.987,0.304912,0.000658,3.236105,3.03472
386,0,0.994,-0.006,-0.508869,1.101239,4.693988,3.62813
387,1,-0.01,0.991,0.183179,-0.057332,3.343512,3.703011
388,0,0.988,-0.012,-0.489836,1.220921,3.964374,3.376145
389,1,-0.01,0.991,0.260728,-0.143208,3.81226,4.004439
390,1,-0.011,0.99,0.191762,-0.118341,4.145681,4.217072
391,0,0.988,-0.012,-0.485885,1.061599,3.414525,2.625948
392,1,-0.013,0.988,0.237639,-0.152061,3.532854,3.179582
393,0,0.989,-0.011,-0.459364,0.703708,3.746281,3.475012
394,0,0.992,-0.008,-0.458131,0.503382,4.26094,3.504232
395,1,-0.012,0.989,0.324118,-0.329705,3.678984,3.226838
396,1,-0.011,0.99,0.335393,-0.351179,3.837978,3.695773
397,0,0.991,-0.009,-0.478008,0.613808,4.519355,4.198241
398,1,-0.009,0.992,0.308312,-0.345322,3.96956,3.705436
399,1,-0.011,0.99,0.31108,-0.231461,3.727672,3.243125
400,0,0.988,-0.012,-0.438251,0.726845,3.387712,3.554372
401,0,0.988,-0.012,-0.435395,0.862422,3.680381,3.081429
402,1,-0.01,0.991,0.371022,-0.318418,4.211267,3.726453
403,1,-0.012,0.989,0.436345,-0.29697,3.575513,3.853408
404,1,-0.012,0.989,0.333267,-0.184911,3.670747,3.616191
405,1,-0.015,0.986,0.296202,-0.079948,3.579371,3.192038
406,0,0.988,-0.012,-0.468165,1.387277,3.250509,3.143662
407,0,0.991,-0.009,-0.48541,1.204147,3.922299,3.701675
408,0,0.991,-0.009,-0.444127,0.754393,4.221601,3.517644
409,0,0.989,-0.011,-0.425899,0.811438,3.380451,3.243915
