episode,winner,reward_0,reward_1,loss_0,loss_1,entropy_0,entropy_1
1,1,-0.011,0.99,-0.018493,3.252445,3.521072,3.653063
2,1,-0.012,0.989,-0.097557,2.701349,3.75918,4.105222
