episode,opponent,learner_won,winner,reward_learner,epsilon
2216,random,0,0,-0.013,0.05
2217,frozen,1,1,0.988,0.05
2218,random,0,0,-0.013,0.05
2219,heuristic,0,1,-0.004,0.05
2220,self,1,0,0.985,0.05
2221,minimax,0,0,-0.002,0.05
2222,random,1,1,0.989,0.05
2223,frozen,1,0,0.987,0.05
2224,random,0,1,-0.011,0.05
2225,self,1,1,0.987,0.05
2226,frozen,1,0,0.987,0.05
2227,frozen,1,0,0.986,0.05
2228,frozen,1,0,0.985,0.05
2229,frozen,1,0,0.985,0.05
2230,frozen,0,1,-0.003,0.05
2231,heuristic,0,1,-0.01,0.05
2232,minimax,0,1,-0.008,0.05
2233,heuristic,0,1,-0.005,0.05
2234,frozen,0,0,-0.005,0.05
2235,random,1,1,0.987,0.05
2236,frozen,1,0,0.987,0.05
2237,random,1,0,0.99,0.05
2238,self,0,1,-0.016,0.05
2239,minimax,0,1,-0.007,0.05
2240,frozen,1,1,0.989,0.05
2241,self,1,0,0.985,0.05
2242,heuristic,0,1,-0.007,0.05
2243,self,0,0,-0.008,0.05
2244,minimax,0,0,-0.002,0.05
2245,minimax,0,1,-0.008,0.05
2246,frozen,1,0,0.995,0.05
2247,minimax,0,0,-0.01,0.05
2248,heuristic,1,1,0.997,0.05
2249,frozen,1,1,0.987,0.05
2250,random,1,0,0.994,0.05
2251,heuristic,0,0,-0.002,0.05
2252,minimax,0,0,-0.008,0.05
2253,frozen,0,0,-0.014,0.05
2254,frozen,1,1,0.989,0.05
2255,self,1,0,0.986,0.05
2256,frozen,0,0,-0.013,0.05
2257,frozen,0,0,-0.014,0.05
2258,frozen,1,0,0.988,0.05
2259,heuristic,0,1,-0.004,0.05
2260,frozen,1,1,0.989,0.05
2261,frozen,1,1,0.988,0.05
2262,self,0,1,-0.015,0.05
2263,frozen,0,1,-0.015,0.05
2264,random,1,0,0.994,0.05
2265,frozen,0,0,-0.006,0.05
2266,self,1,1,0.987,0.05
2267,frozen,1,1,0.987,0.05
2268,heuristic,0,1,-0.006,0.05
2269,self,1,1,0.985,0.05
2270,minimax,0,1,-0.001,0.05
2271,random,1,1,0.987,0.05
2272,heuristic,1,1,0.997,0.05
2273,random,0,0,-0.01,0.05
2274,frozen,1,0,0.992,0.05
2275,heuristic,0,1,-0.011,0.05
2276,frozen,1,1,0.988,0.05
2277,frozen,0,1,-0.008,0.05
2278,frozen,1,0,0.984,0.05
2279,minimax,0,0,-0.005,0.05
2280,heuristic,1,1,0.997,0.05
2281,heuristic,1,1,0.997,0.05
2282,minimax,0,1,-0.012,0.05
2283,minimax,0,1,-0.003,0.05
2284,frozen,0,1,-0.013,0.05
2285,random,1,0,0.99,0.05
2286,frozen,0,1,-0.014,0.05
2287,frozen,1,1,0.985,0.05
2288,minimax,0,1,-0.005,0.05
2289,minimax,0,0,-0.005,0.05
2290,frozen,0,1,-0.015,0.05
2291,minimax,1,0,0.987,0.05
2292,minimax,0,1,-0.004,0.05
2293,heuristic,0,0,-0.006,0.05
2294,frozen,0,0,-0.008,0.05
2295,random,0,0,-0.008,0.05
2296,minimax,0,1,-0.007,0.05
2297,random,1,1,0.989,0.05
2298,frozen,1,1,0.985,0.05
2299,heuristic,0,1,-0.005,0.05
2300,heuristic,0,1,-0.008,0.05
2301,self,0,0,-0.011,0.05
2302,self,0,0,-0.015,0.05
2303,frozen,0,1,-0.014,0.05
2304,minimax,0,1,-0.011,0.05
2305,minimax,0,1,-0.01,0.05
2306,frozen,0,0,-0.011,0.05
2307,frozen,0,0,-0.014,0.05
2308,random,1,0,0.988,0.05
2309,heuristic,0,1,-0.005,0.05
2310,self,1,1,0.987,0.05
2311,heuristic,1,1,0.997,0.05
2312,frozen,1,0,0.988,0.05
2313,random,0,1,-0.013,0.05
2314,frozen,0,0,-0.012,0.05
2315,minimax,0,1,-0.008,0.05
2316,minimax,0,0,-0.007,0.05
2317,self,0,0,-0.01,0.05
2318,heuristic,0,1,-0.003,0.05
2319,self,0,1,-0.015,0.05
2320,self,1,0,0.986,0.05
2321,frozen,0,0,-0.013,0.05
2322,minimax,0,1,-0.007,0.05
2323,self,0,1,-0.009,0.05
2324,frozen,1,1,0.984,0.05
2325,frozen,1,0,0.987,0.05
2326,random,1,0,0.99,0.05
2327,heuristic,0,0,-0.005,0.05
2328,heuristic,1,1,0.997,0.05
2329,frozen,1,1,0.987,0.05
2330,frozen,0,1,-0.014,0.05
2331,minimax,0,0,-0.001,0.05
2332,random,1,1,0.99,0.05
2333,self,0,1,-0.01,0.05
2334,minimax,0,0,-0.011,0.05
2335,self,0,0,-0.014,0.05
2336,frozen,0,1,-0.016,0.05
2337,random,0,0,-0.008,0.05
2338,minimax,0,0,-0.001,0.05
2339,frozen,1,1,0.99,0.05
2340,frozen,0,0,-0.013,0.05
2341,minimax,0,1,-0.013,0.05
2342,random,1,1,0.986,0.05
2343,frozen,0,1,-0.016,0.05
2344,self,1,0,0.992,0.05
2345,random,1,0,0.986,0.05
2346,random,1,0,0.988,0.05
2347,random,1,1,0.986,0.05
2348,heuristic,0,1,-0.006,0.05
2349,self,1,0,0.986,0.05
2350,frozen,1,0,0.986,0.05
2351,minimax,0,1,-0.004,0.05
2352,frozen,1,0,0.99,0.05
2353,minimax,0,0,-0.005,0.05
2354,heuristic,1,1,0.997,0.05
2355,heuristic,0,1,-0.005,0.05
2356,random,1,1,0.988,0.05
2357,frozen,0,0,-0.014,0.05
2358,random,1,0,0.99,0.05
2359,heuristic,0,1,-0.004,0.05
2360,random,1,0,0.985,0.05
2361,frozen,0,0,-0.015,0.05
2362,heuristic,1,1,0.997,0.05
2363,frozen,1,0,0.985,0.05
2364,self,0,1,-0.006,0.05
2365,frozen,0,1,-0.013,0.05
2366,random,1,0,0.988,0.05
2367,self,0,0,-0.013,0.05
2368,minimax,0,0,-0.006,0.05
2369,self,0,1,-0.01,0.05
2370,frozen,1,0,0.99,0.05
2371,frozen,1,0,0.985,0.05
2372,minimax,0,0,-0.006,0.05
2373,random,0,0,-0.014,0.05
2374,self,1,0,0.986,0.05
2375,self,0,0,-0.012,0.05
2376,self,1,0,0.994,0.05
2377,random,1,0,0.985,0.05
2378,heuristic,1,1,0.997,0.05
2379,frozen,1,1,0.989,0.05
2380,self,1,1,0.986,0.05
2381,self,0,0,-0.014,0.05
2382,frozen,0,0,-0.008,0.05
2383,frozen,0,1,-0.014,0.05
2384,frozen,0,0,-0.014,0.05
2385,random,0,0,-0.013,0.05
2386,frozen,0,0,-0.009,0.05
2387,frozen,0,1,-0.015,0.05
2388,minimax,0,0,-0.003,0.05
2389,heuristic,1,1,0.997,0.05
2390,minimax,0,0,-0.003,0.05
2391,frozen,1,0,0.995,0.05
2392,frozen,0,0,-0.013,0.05
2393,frozen,1,0,0.984,0.05
2394,frozen,1,0,0.987,0.05
2395,self,1,0,0.993,0.05
2396,self,0,0,-0.013,0.05
2397,random,1,0,0.988,0.05
2398,frozen,1,0,0.988,0.05
2399,random,1,0,0.99,0.05
2400,random,0,1,-0.009,0.05
2401,frozen,1,1,0.992,0.05
2402,random,1,0,0.987,0.05
2403,frozen,1,1,0.985,0.05
2404,self,0,0,-0.011,0.05
2405,heuristic,0,1,-0.011,0.05
2406,frozen,0,0,-0.011,0.05
2407,self,0,1,-0.014,0.05
2408,frozen,0,1,-0.013,0.05
2409,self,1,0,0.987,0.05
2410,self,1,1,0.985,0.05
2411,self,0,1,-0.009,0.05
2412,heuristic,0,0,-0.002,0.05
2413,minimax,0,0,-0.003,0.05
2414,minimax,0,0,-0.002,0.05
2415,frozen,1,0,0.985,0.05
2416,frozen,0,0,-0.014,0.05
2417,heuristic,1,1,0.997,0.05
2418,minimax,0,1,-0.014,0.05
2419,random,1,1,0.99,0.05
2420,frozen,0,1,-0.016,0.05
2421,minimax,0,0,-0.008,0.05
2422,heuristic,0,1,-0.005,0.05
2423,frozen,0,0,-0.016,0.05
2424,heuristic,0,1,-0.005,0.05
2425,minimax,0,1,-0.01,0.05
2426,heuristic,1,1,0.997,0.05
2427,self,0,1,-0.008,0.05
2428,minimax,0,1,-0.003,0.05
2429,random,1,1,0.993,0.05
2430,self,1,1,0.985,0.05
2431,self,1,0,0.985,0.05
2432,frozen,1,0,0.984,0.05
2433,frozen,0,0,-0.005,0.05
2434,self,0,0,-0.011,0.05
2435,heuristic,0,1,-0.003,0.05
2436,random,0,1,-0.009,0.05
2437,minimax,0,1,-0.009,0.05
2438,frozen,1,1,0.985,0.05
2439,frozen,1,0,0.986,0.05
2440,minimax,0,0,-0.011,0.05
2441,self,0,1,-0.007,0.05
2442,heuristic,1,1,0.997,0.05
2443,frozen,0,0,-0.01,0.05
2444,frozen,1,1,0.99,0.05
2445,self,0,0,-0.007,0.05
2446,heuristic,1,1,0.997,0.05
2447,frozen,0,1,-0.014,0.05
2448,frozen,0,1,-0.011,0.05
2449,frozen,0,0,-0.016,0.05
2450,frozen,1,1,0.988,0.05
2451,minimax,1,1,0.987,0.05
2452,frozen,0,1,-0.009,0.05
2453,heuristic,0,1,-0.007,0.05
2454,frozen,1,1,0.992,0.05
2455,self,1,1,0.985,0.05
2456,frozen,1,0,0.988,0.05
2457,self,0,0,-0.013,0.05
2458,self,0,1,-0.014,0.05
2459,frozen,0,1,-0.014,0.05
2460,frozen,0,0,-0.015,0.05
2461,heuristic,0,1,-0.01,0.05
2462,self,1,0,0.984,0.05
2463,frozen,1,1,0.991,0.05
2464,frozen,1,1,0.99,0.05
2465,minimax,0,1,-0.012,0.05
2466,random,0,0,-0.012,0.05
2467,minimax,0,0,-0.013,0.05
2468,frozen,0,1,-0.013,0.05
2469,frozen,0,0,-0.008,0.05
2470,frozen,0,0,-0.015,0.05
2471,self,0,1,-0.016,0.05
2472,self,1,0,0.984,0.05
2473,self,1,0,0.984,0.05
2474,minimax,0,1,-0.012,0.05
2475,self,0,0,-0.013,0.05
2476,self,0,0,-0.012,0.05
2477,random,0,0,-0.011,0.05
2478,random,1,1,0.987,0.05
2479,random,1,1,0.988,0.05
2480,self,0,1,-0.016,0.05
2481,self,0,1,-0.011,0.05
2482,random,1,1,0.992,0.05
2483,self,1,1,0.986,0.05
2484,random,0,0,-0.013,0.05
2485,frozen,0,1,-0.014,0.05
2486,frozen,1,1,0.987,0.05
2487,heuristic,1,1,0.997,0.05
2488,self,1,0,0.991,0.05
2489,self,1,0,0.989,0.05
2490,heuristic,0,0,-0.004,0.05
2491,minimax,0,1,-0.013,0.05
2492,frozen,1,0,0.987,0.05
2493,minimax,0,1,-0.01,0.05
2494,frozen,1,1,0.989,0.05
2495,minimax,0,1,-0.009,0.05
2496,heuristic,1,1,0.997,0.05
2497,frozen,0,0,-0.015,0.05
2498,minimax,0,1,-0.006,0.05
2499,heuristic,1,1,0.997,0.05
2500,heuristic,1,0,0.995,0.05
2501,minimax,0,1,-0.012,0.05
2502,frozen,1,0,0.989,0.05
2503,minimax,0,0,-0.008,0.05
2504,frozen,0,0,-0.01,0.05
2505,frozen,0,0,-0.011,0.05
2506,frozen,0,1,-0.014,0.05
2507,frozen,0,0,-0.015,0.05
2508,frozen,1,0,0.988,0.05
2509,random,1,0,0.99,0.05
2510,frozen,1,1,0.988,0.05
2511,self,0,0,-0.014,0.05
2512,frozen,0,0,-0.014,0.05
2513,minimax,0,0,-0.008,0.05
2514,frozen,0,1,-0.016,0.05
2515,frozen,1,1,0.989,0.05
2516,heuristic,1,1,0.997,0.05
2517,heuristic,0,1,-0.006,0.05
2518,frozen,0,1,-0.005,0.05
2519,frozen,1,1,0.991,0.05
2520,heuristic,0,1,-0.005,0.05
2521,random,1,0,0.987,0.05
2522,frozen,1,1,0.986,0.05
2523,heuristic,0,1,-0.006,0.05
2524,frozen,0,0,-0.007,0.05
2525,frozen,0,0,-0.014,0.05
2526,frozen,1,1,0.985,0.05
2527,random,1,1,0.99,0.05
2528,frozen,0,1,-0.014,0.05
2529,frozen,0,1,-0.014,0.05
2530,frozen,0,0,-0.016,0.05
2531,self,1,1,0.989,0.05
2532,frozen,0,1,-0.009,0.05
2533,heuristic,1,0,0.997,0.05
2534,frozen,1,1,0.995,0.05
2535,frozen,0,1,-0.013,0.05
2536,frozen,1,1,0.985,0.05
2537,frozen,1,0,0.988,0.05
2538,self,1,0,0.985,0.05
2539,frozen,0,0,-0.015,0.05
2540,random,1,0,0.988,0.05
2541,random,1,1,0.986,0.05
2542,frozen,0,0,-0.012,0.05
2543,random,1,1,0.99,0.05
2544,frozen,1,0,0.986,0.05
2545,frozen,1,0,0.992,0.05
2546,frozen,1,0,0.986,0.05
2547,heuristic,1,1,0.997,0.05
2548,frozen,1,1,0.988,0.05
2549,random,1,1,0.988,0.05
2550,frozen,0,0,-0.015,0.05
2551,self,0,0,-0.011,0.05
2552,minimax,0,1,-0.002,0.05
2553,minimax,0,0,-0.003,0.05
2554,self,0,0,-0.014,0.05
2555,minimax,0,0,-0.013,0.05
2556,frozen,1,1,0.988,0.05
2557,frozen,1,1,0.989,0.05
2558,minimax,0,1,-0.002,0.05
2559,minimax,0,0,-0.011,0.05
2560,frozen,0,1,-0.014,0.05
2561,frozen,1,1,0.985,0.05
2562,frozen,1,1,0.989,0.05
2563,minimax,0,1,-0.005,0.05
2564,heuristic,1,1,0.997,0.05
2565,random,0,0,-0.013,0.05
2566,frozen,0,0,-0.009,0.05
2567,random,0,0,-0.005,0.05
2568,frozen,0,1,-0.01,0.05
2569,self,0,0,-0.015,0.05
2570,heuristic,0,1,-0.003,0.05
2571,self,0,0,-0.014,0.05
2572,random,1,1,0.993,0.05
2573,self,0,0,-0.011,0.05
2574,minimax,0,1,-0.004,0.05
2575,frozen,1,1,0.985,0.05
2576,heuristic,0,1,-0.005,0.05
2577,frozen,1,0,0.986,0.05
2578,heuristic,0,1,-0.004,0.05
2579,frozen,1,1,0.988,0.05
2580,frozen,1,1,0.987,0.05
2581,minimax,0,0,-0.005,0.05
2582,frozen,1,1,0.986,0.05
2583,frozen,1,0,0.986,0.05
2584,minimax,0,1,-0.002,0.05
2585,minimax,0,1,-0.002,0.05
2586,frozen,1,1,0.994,0.05
2587,self,1,1,0.992,0.05
2588,frozen,1,1,0.986,0.05
2589,random,0,1,-0.016,0.05
2590,random,1,0,0.989,0.05
2591,frozen,1,1,0.985,0.05
2592,self,0,0,-0.014,0.05
2593,frozen,1,1,0.986,0.05
2594,frozen,1,0,0.991,0.05
2595,minimax,0,1,-0.008,0.05
2596,frozen,1,1,0.987,0.05
2597,frozen,0,1,-0.012,0.05
2598,frozen,0,0,-0.014,0.05
2599,frozen,0,1,-0.011,0.05
2600,self,1,1,0.991,0.05
2601,frozen,1,1,0.988,0.05
2602,frozen,0,0,-0.014,0.05
2603,frozen,0,0,-0.016,0.05
2604,frozen,1,1,0.986,0.05
2605,random,1,1,0.99,0.05
2606,random,1,1,0.996,0.05
2607,random,1,0,0.989,0.05
2608,self,0,1,-0.013,0.05
2609,heuristic,1,1,0.997,0.05
2610,frozen,0,0,-0.01,0.05
2611,heuristic,1,0,0.997,0.05
2612,minimax,0,1,-0.004,0.05
2613,minimax,0,1,-0.007,0.05
2614,frozen,1,0,0.996,0.05
2615,heuristic,0,1,-0.006,0.05
2616,frozen,1,1,0.987,0.05
2617,frozen,1,0,0.984,0.05
2618,self,0,1,-0.011,0.05
2619,self,0,0,-0.015,0.05
2620,random,1,1,0.988,0.05
2621,frozen,1,0,0.988,0.05
2622,random,0,0,-0.009,0.05
2623,heuristic,1,1,0.997,0.05
2624,minimax,0,0,-0.011,0.05
2625,self,0,1,-0.012,0.05
2626,heuristic,1,1,0.997,0.05
2627,frozen,1,0,0.985,0.05
2628,heuristic,1,1,0.997,0.05
2629,heuristic,1,1,0.997,0.05
2630,random,0,1,-0.012,0.05
2631,self,1,0,0.988,0.05
2632,frozen,0,0,-0.012,0.05
2633,minimax,0,1,-0.007,0.05
2634,frozen,1,0,0.985,0.05
2635,random,1,0,0.987,0.05
2636,frozen,0,0,-0.013,0.05
2637,frozen,0,1,-0.011,0.05
2638,frozen,1,0,0.985,0.05
2639,frozen,1,1,0.985,0.05
2640,frozen,0,0,-0.014,0.05
2641,heuristic,1,1,0.997,0.05
2642,frozen,1,0,0.995,0.05
2643,self,0,0,-0.008,0.05
2644,heuristic,0,1,-0.01,0.05
2645,frozen,0,0,-0.015,0.05
2646,frozen,1,1,0.987,0.05
2647,minimax,0,1,-0.004,0.05
2648,random,0,0,-0.008,0.05
2649,heuristic,0,1,-0.003,0.05
2650,frozen,1,0,0.991,0.05
2651,self,1,0,0.984,0.05
2652,heuristic,0,0,-0.009,0.05
2653,random,1,0,0.988,0.05
2654,self,0,1,-0.011,0.05
2655,self,0,0,-0.013,0.05
2656,frozen,1,1,0.989,0.05
2657,minimax,0,1,-0.013,0.05
2658,random,1,0,0.987,0.05
2659,minimax,0,1,-0.002,0.05
2660,random,1,1,0.987,0.05
2661,frozen,0,0,-0.004,0.05
2662,self,0,1,-0.01,0.05
2663,minimax,0,0,-0.003,0.05
2664,frozen,1,1,0.986,0.05
2665,random,0,1,-0.012,0.05
2666,self,1,0,0.99,0.05
2667,self,0,0,-0.016,0.05
2668,random,0,1,-0.011,0.05
2669,minimax,0,0,-0.007,0.05
2670,minimax,0,1,-0.001,0.05
2671,self,1,0,0.984,0.05
2672,frozen,1,0,0.984,0.05
2673,heuristic,0,1,-0.005,0.05
2674,random,1,1,0.988,0.05
2675,frozen,0,1,-0.017,0.05
2676,minimax,0,0,-0.002,0.05
2677,frozen,0,1,-0.008,0.05
2678,self,0,1,-0.01,0.05
2679,frozen,0,1,-0.015,0.05
2680,self,0,1,-0.013,0.05
2681,self,0,0,-0.013,0.05
2682,frozen,1,0,0.985,0.05
2683,frozen,0,1,-0.008,0.05
2684,heuristic,1,1,0.997,0.05
2685,self,1,0,0.988,0.05
2686,random,1,1,0.986,0.05
2687,self,0,0,-0.015,0.05
2688,frozen,1,1,0.987,0.05
2689,frozen,0,1,-0.012,0.05
2690,random,0,1,-0.014,0.05
2691,frozen,0,1,-0.015,0.05
2692,minimax,0,0,-0.006,0.05
2693,frozen,0,1,-0.015,0.05
2694,random,1,1,0.991,0.05
2695,minimax,0,0,-0.01,0.05
2696,self,1,1,0.986,0.05
2697,frozen,1,1,0.987,0.05
2698,frozen,0,0,-0.015,0.05
2699,random,1,0,0.991,0.05
2700,frozen,0,0,-0.016,0.05
2701,random,1,0,0.987,0.05
2702,frozen,0,0,-0.011,0.05
2703,minimax,0,0,-0.003,0.05
2704,self,0,0,-0.012,0.05
2705,heuristic,0,1,-0.01,0.05
2706,frozen,0,0,-0.007,0.05
2707,frozen,0,1,-0.015,0.05
2708,heuristic,0,1,-0.005,0.05
2709,minimax,0,0,-0.002,0.05
2710,heuristic,1,1,0.997,0.05
2711,frozen,1,1,0.986,0.05
2712,heuristic,1,0,0.997,0.05
2713,frozen,1,0,0.991,0.05
2714,heuristic,0,1,-0.005,0.05
2715,self,0,1,-0.012,0.05
2716,heuristic,1,1,0.997,0.05
2717,minimax,0,0,-0.012,0.05
2718,self,0,1,-0.013,0.05
2719,minimax,0,0,-0.001,0.05
2720,minimax,0,0,-0.001,0.05
2721,frozen,1,0,0.987,0.05
2722,self,0,0,-0.012,0.05
2723,heuristic,0,1,-0.003,0.05
2724,frozen,0,0,-0.01,0.05
2725,random,1,0,0.986,0.05
2726,heuristic,1,0,0.997,0.05
2727,random,0,1,-0.011,0.05
2728,heuristic,1,1,0.997,0.05
2729,random,1,0,0.988,0.05
2730,frozen,0,0,-0.01,0.05
2731,random,0,1,-0.014,0.05
2732,minimax,0,1,-0.009,0.05
2733,self,1,1,0.996,0.05
2734,frozen,1,1,0.986,0.05
2735,random,1,0,0.989,0.05
2736,random,1,0,0.99,0.05
2737,minimax,0,1,-0.006,0.05
2738,minimax,0,1,-0.009,0.05
2739,random,0,1,-0.011,0.05
2740,minimax,0,0,-0.008,0.05
2741,random,1,0,0.989,0.05
2742,minimax,0,0,-0.006,0.05
2743,frozen,1,1,0.989,0.05
2744,frozen,0,1,-0.015,0.05
2745,self,0,0,-0.012,0.05
2746,self,0,1,-0.013,0.05
2747,minimax,0,1,-0.007,0.05
2748,self,0,1,-0.014,0.05
2749,self,0,0,-0.003,0.05
2750,random,1,1,0.991,0.05
2751,heuristic,1,0,0.997,0.05
2752,minimax,0,1,-0.004,0.05
2753,heuristic,1,1,0.997,0.05
2754,self,0,0,-0.014,0.05
2755,frozen,0,1,-0.013,0.05
2756,heuristic,1,1,0.997,0.05
2757,random,0,1,-0.012,0.05
2758,frozen,0,1,-0.014,0.05
2759,random,1,0,0.992,0.05
2760,frozen,0,1,-0.013,0.05
2761,random,1,1,0.988,0.05
2762,random,1,0,0.991,0.05
2763,frozen,0,1,-0.011,0.05
2764,self,1,1,0.996,0.05
2765,self,0,0,-0.013,0.05
2766,frozen,1,0,0.992,0.05
2767,random,1,1,0.991,0.05
2768,minimax,0,1,-0.008,0.05
2769,self,1,0,0.986,0.05
2770,self,1,1,0.986,0.05
2771,self,1,1,0.985,0.05
2772,self,0,0,-0.014,0.05
2773,frozen,1,1,0.994,0.05
2774,heuristic,0,1,-0.002,0.05
2775,minimax,0,0,-0.004,0.05
2776,random,1,1,0.99,0.05
2777,minimax,0,0,-0.009,0.05
2778,frozen,1,0,0.987,0.05
2779,minimax,0,0,-0.003,0.05
2780,frozen,1,0,0.988,0.05
2781,minimax,0,0,-0.003,0.05
2782,self,0,0,-0.012,0.05
2783,frozen,1,0,0.989,0.05
2784,self,1,1,0.987,0.05
2785,frozen,1,1,0.991,0.05
2786,random,1,1,0.99,0.05
2787,self,0,0,-0.015,0.05
2788,minimax,0,0,-0.005,0.05
2789,self,0,0,-0.015,0.05
2790,frozen,0,1,-0.015,0.05
2791,self,1,1,0.992,0.05
2792,minimax,0,0,-0.002,0.05
2793,frozen,0,0,-0.009,0.05
2794,self,1,0,0.986,0.05
2795,minimax,0,0,-0.002,0.05
2796,frozen,1,1,0.985,0.05
2797,random,1,0,0.987,0.05
2798,self,0,1,-0.014,0.05
2799,heuristic,0,0,-0.006,0.05
2800,self,1,0,0.99,0.05
2801,self,0,1,-0.012,0.05
2802,frozen,0,1,-0.01,0.05
2803,heuristic,0,1,-0.009,0.05
2804,heuristic,0,1,-0.003,0.05
2805,heuristic,0,0,-0.003,0.05
2806,frozen,0,0,-0.009,0.05
2807,frozen,1,0,0.984,0.05
2808,frozen,1,1,0.987,0.05
2809,heuristic,0,1,-0.004,0.05
2810,self,1,1,0.99,0.05
2811,random,1,0,0.999,0.05
2812,frozen,1,1,0.987,0.05
2813,heuristic,0,1,-0.006,0.05
2814,frozen,0,1,-0.015,0.05
2815,self,0,0,-0.009,0.05
2816,self,1,1,0.988,0.05
2817,frozen,0,1,-0.012,0.05
2818,random,1,0,0.986,0.05
2819,frozen,1,1,0.988,0.05
2820,frozen,1,0,0.987,0.05
2821,frozen,1,1,0.985,0.05
2822,self,1,1,0.995,0.05
2823,self,0,1,-0.008,0.05
2824,minimax,0,0,-0.008,0.05
2825,frozen,1,0,0.985,0.05
2826,random,0,0,-0.011,0.05
2827,heuristic,1,1,0.997,0.05
2828,frozen,1,0,0.987,0.05
2829,random,0,1,-0.01,0.05
2830,minimax,0,1,-0.008,0.05
2831,heuristic,0,1,-0.008,0.05
2832,frozen,1,1,0.987,0.05
2833,random,0,0,-0.013,0.05
2834,self,1,0,0.99,0.05
2835,frozen,0,0,-0.01,0.05
2836,self,1,0,0.985,0.05
2837,frozen,1,1,0.988,0.05
2838,frozen,1,1,0.986,0.05
2839,frozen,1,0,0.987,0.05
2840,random,0,1,-0.013,0.05
2841,heuristic,1,1,0.997,0.05
2842,minimax,0,1,-0.009,0.05
2843,frozen,0,0,-0.013,0.05
2844,minimax,0,1,-0.005,0.05
2845,frozen,1,1,0.987,0.05
2846,self,0,0,-0.016,0.05
2847,self,1,0,0.985,0.05
2848,random,0,0,-0.01,0.05
2849,self,0,1,-0.016,0.05
2850,random,1,0,0.988,0.05
2851,self,0,0,-0.014,0.05
2852,minimax,0,1,-0.013,0.05
2853,random,0,0,-0.007,0.05
2854,random,0,1,-0.01,0.05
2855,self,1,1,0.996,0.05
2856,heuristic,0,1,-0.004,0.05
2857,frozen,0,0,-0.012,0.05
2858,heuristic,1,1,0.997,0.05
2859,frozen,1,0,0.986,0.05
2860,heuristic,0,1,-0.009,0.05
2861,heuristic,1,1,0.997,0.05
2862,self,0,1,-0.012,0.05
2863,frozen,1,1,0.986,0.05
2864,frozen,1,0,0.986,0.05
2865,heuristic,1,0,0.997,0.05
2866,random,0,1,-0.016,0.05
2867,self,1,0,0.988,0.05
2868,heuristic,0,1,-0.003,0.05
2869,random,1,1,0.993,0.05
2870,self,0,1,-0.015,0.05
2871,random,1,0,0.989,0.05
2872,random,0,0,-0.015,0.05
2873,self,0,0,-0.014,0.05
2874,minimax,0,0,-0.002,0.05
2875,minimax,0,0,-0.002,0.05
2876,self,0,0,-0.012,0.05
2877,frozen,1,0,0.985,0.05
2878,self,0,1,-0.011,0.05
2879,heuristic,1,1,0.997,0.05
2880,frozen,0,1,-0.016,0.05
2881,minimax,0,1,-0.004,0.05
2882,frozen,1,0,0.99,0.05
2883,heuristic,0,1,-0.007,0.05
2884,heuristic,0,0,-0.007,0.05
2885,self,0,0,-0.016,0.05
2886,minimax,0,1,-0.011,0.05
2887,self,1,0,0.985,0.05
2888,self,1,1,0.987,0.05
2889,random,1,1,0.99,0.05
2890,self,0,0,-0.013,0.05
2891,frozen,0,1,-0.014,0.05
2892,heuristic,1,1,0.997,0.05
2893,minimax,0,1,-0.006,0.05
2894,self,1,1,0.986,0.05
2895,random,0,1,-0.007,0.05
2896,frozen,1,0,0.984,0.05
2897,self,1,0,0.993,0.05
2898,frozen,0,0,-0.013,0.05
2899,heuristic,1,1,0.997,0.05
2900,frozen,1,1,0.986,0.05
2901,frozen,0,1,-0.014,0.05
2902,self,1,0,0.988,0.05
2903,heuristic,0,1,-0.004,0.05
2904,random,0,1,-0.004,0.05
2905,frozen,0,1,-0.014,0.05
2906,self,1,1,0.986,0.05
2907,random,1,0,0.991,0.05
2908,random,1,0,0.99,0.05
2909,minimax,0,0,-0.008,0.05
2910,frozen,1,0,0.988,0.05
2911,frozen,0,0,-0.005,0.05
2912,frozen,0,0,-0.005,0.05
2913,frozen,0,0,-0.01,0.05
2914,frozen,0,1,-0.013,0.05
2915,self,1,0,0.99,0.05
2916,random,1,1,0.99,0.05
2917,self,1,0,0.994,0.05
2918,self,1,0,0.986,0.05
2919,random,0,1,-0.014,0.05
2920,heuristic,0,1,-0.008,0.05
2921,minimax,0,0,-0.011,0.05
2922,frozen,0,0,-0.013,0.05
2923,self,0,0,-0.009,0.05
2924,random,1,0,0.987,0.05
2925,frozen,0,0,-0.015,0.05
2926,heuristic,0,1,-0.007,0.05
2927,frozen,1,1,0.986,0.05
2928,frozen,1,0,0.999,0.05
2929,frozen,1,0,0.999,0.05
2930,self,1,0,0.988,0.05
2931,minimax,0,0,-0.002,0.05
2932,frozen,1,0,0.999,0.05
2933,self,1,1,0.987,0.05
2934,minimax,0,0,-0.004,0.05
2935,minimax,0,1,-0.014,0.05
2936,frozen,1,0,0.987,0.05
2937,heuristic,1,1,0.997,0.05
2938,frozen,0,0,-0.011,0.05
2939,heuristic,0,1,-0.005,0.05
2940,self,1,0,0.993,0.05
2941,frozen,1,1,0.987,0.05
2942,frozen,0,0,-0.011,0.05
2943,self,1,0,0.986,0.05
2944,minimax,0,0,-0.01,0.05
2945,heuristic,1,1,0.997,0.05
2946,frozen,1,0,0.994,0.05
2947,frozen,1,1,0.989,0.05
2948,minimax,0,1,-0.007,0.05
2949,frozen,0,1,-0.014,0.05
2950,self,1,1,0.988,0.05
