episode,opponent,learner_won,winner,reward_learner,epsilon
734,frozen,1,1,0.998,0.05
735,heuristic,0,0,-0.012,0.05
736,heuristic,0,0,-0.007,0.05
737,frozen,1,0,0.987,0.05
738,frozen,0,1,-0.016,0.05
739,random,0,0,-0.015,0.05
740,random,1,1,0.995,0.05
741,minimax,0,0,-0.007,0.05
742,frozen,1,1,0.99,0.05
743,frozen,0,1,-0.016,0.05
744,heuristic,0,0,-0.007,0.05
745,frozen,0,1,-0.015,0.05
746,frozen,0,1,-0.016,0.05
747,random,1,1,0.988,0.05
748,frozen,0,1,-0.017,0.05
749,frozen,0,1,-0.017,0.05
750,random,1,0,0.992,0.05
751,frozen,0,1,-0.015,0.05
752,random,1,1,0.992,0.05
753,frozen,0,1,-0.015,0.05
754,heuristic,1,1,0.992,0.05
755,frozen,0,0,-0.015,0.05
756,heuristic,0,1,-0.004,0.05
757,self,1,0,0.995,0.05
758,minimax,0,0,-0.003,0.05
759,heuristic,0,1,-0.007,0.05
760,heuristic,0,1,-0.003,0.05
761,minimax,0,1,-0.01,0.05
762,self,1,0,0.985,0.05
763,minimax,0,1,-0.003,0.05
764,self,1,1,0.985,0.05
765,heuristic,0,1,-0.005,0.05
766,minimax,0,0,-0.008,0.05
767,self,1,1,0.984,0.05
768,frozen,0,0,-0.016,0.05
769,frozen,0,1,-0.012,0.05
770,self,1,1,0.986,0.05
771,frozen,1,1,0.985,0.05
772,heuristic,0,0,-0.012,0.05
773,heuristic,1,1,0.995,0.05
774,heuristic,0,1,-0.005,0.05
775,frozen,1,1,0.988,0.05
776,heuristic,0,0,-0.008,0.05
777,self,0,0,-0.016,0.05
778,frozen,1,0,0.994,0.05
779,frozen,1,1,0.985,0.05
780,self,0,0,-0.007,0.05
781,frozen,1,1,0.988,0.05
782,frozen,1,0,0.993,0.05
783,minimax,0,0,-0.004,0.05
784,minimax,0,1,-0.005,0.05
785,heuristic,0,1,-0.006,0.05
786,frozen,1,0,0.998,0.05
787,heuristic,0,1,-0.004,0.05
788,frozen,1,0,0.985,0.05
789,heuristic,0,0,-0.008,0.05
790,minimax,0,0,-0.003,0.05
791,heuristic,0,0,-0.004,0.05
792,self,0,0,-0.011,0.05
793,minimax,0,0,-0.001,0.05
794,random,0,0,-0.013,0.05
795,heuristic,0,1,-0.01,0.05
796,random,1,1,0.992,0.05
797,self,0,1,-0.016,0.05
798,minimax,0,0,-0.003,0.05
799,random,1,1,0.989,0.05
800,frozen,0,1,-0.004,0.05
801,heuristic,1,1,0.996,0.05
802,frozen,1,1,0.986,0.05
803,frozen,0,0,-0.012,0.05
804,frozen,0,0,-0.016,0.05
805,heuristic,1,0,0.989,0.05
806,heuristic,1,0,0.997,0.05
807,heuristic,0,0,-0.003,0.05
808,minimax,0,1,-0.002,0.05
809,self,0,1,-0.017,0.05
810,self,1,1,0.985,0.05
811,minimax,0,1,-0.002,0.05
812,frozen,0,1,-0.011,0.05
813,self,1,1,0.993,0.05
814,self,0,0,-0.016,0.05
815,frozen,0,0,-0.008,0.05
816,minimax,0,1,-0.003,0.05
817,frozen,0,0,-0.016,0.05
818,frozen,1,0,0.992,0.05
819,self,1,1,0.987,0.05
820,frozen,0,1,-0.007,0.05
821,random,1,0,0.988,0.05
822,heuristic,0,0,-0.004,0.05
823,random,0,0,-0.011,0.05
824,heuristic,0,0,-0.004,0.05
825,random,1,1,0.989,0.05
826,frozen,1,0,0.984,0.05
827,frozen,1,1,0.986,0.05
828,heuristic,0,0,-0.003,0.05
829,heuristic,0,1,-0.006,0.05
830,random,0,0,-0.014,0.05
831,frozen,0,0,-0.014,0.05
832,frozen,1,1,0.992,0.05
833,self,1,0,0.988,0.05
834,random,1,1,0.992,0.05
835,random,0,1,-0.01,0.05
836,frozen,0,1,-0.016,0.05
837,self,1,1,0.985,0.05
838,self,1,1,0.99,0.05
839,frozen,0,0,-0.014,0.05
840,random,0,0,-0.016,0.05
841,frozen,0,0,-0.01,0.05
842,self,0,0,-0.014,0.05
843,random,1,0,0.987,0.05
844,frozen,0,1,-0.015,0.05
845,random,0,1,-0.01,0.05
846,self,1,0,0.985,0.05
847,random,0,0,-0.012,0.05
848,self,1,0,0.986,0.05
849,frozen,1,1,0.984,0.05
850,heuristic,0,1,-0.005,0.05
851,random,0,1,-0.012,0.05
852,frozen,1,0,0.987,0.05
853,random,0,0,-0.012,0.05
854,frozen,0,1,-0.008,0.05
855,frozen,0,1,-0.012,0.05
856,self,1,1,0.989,0.05
857,self,0,0,-0.007,0.05
858,random,1,0,0.985,0.05
859,frozen,1,1,0.985,0.05
860,random,0,0,-0.014,0.05
861,random,1,1,0.989,0.05
862,random,1,0,0.986,0.05
863,random,1,1,0.987,0.05
864,frozen,1,1,0.988,0.05
865,minimax,0,1,-0.001,0.05
866,frozen,0,1,-0.017,0.05
867,frozen,1,1,0.989,0.05
868,random,1,1,0.99,0.05
869,minimax,0,1,-0.005,0.05
870,heuristic,0,1,-0.004,0.05
871,frozen,0,0,-0.013,0.05
872,self,1,0,0.985,0.05
873,self,0,1,-0.017,0.05
874,self,1,0,0.986,0.05
875,random,1,0,0.987,0.05
876,minimax,0,1,-0.011,0.05
877,frozen,0,1,-0.013,0.05
878,random,1,1,0.992,0.05
879,random,0,1,-0.013,0.05
880,random,1,0,0.99,0.05
881,heuristic,0,1,-0.001,0.05
882,heuristic,0,0,-0.007,0.05
883,self,1,1,0.987,0.05
884,minimax,0,1,-0.001,0.05
885,frozen,0,0,-0.014,0.05
886,self,0,1,-0.001,0.05
887,random,0,1,-0.013,0.05
888,heuristic,0,1,-0.005,0.05
889,frozen,0,0,-0.016,0.05
890,self,1,1,0.989,0.05
891,self,1,0,0.985,0.05
892,minimax,0,0,-0.008,0.05
893,frozen,0,1,-0.014,0.05
894,frozen,0,0,-0.014,0.05
895,frozen,0,1,-0.017,0.05
896,minimax,0,1,-0.001,0.05
897,frozen,0,0,-0.015,0.05
898,heuristic,0,1,-0.007,0.05
899,frozen,1,0,0.988,0.05
900,self,0,1,-0.014,0.05
901,random,1,0,0.987,0.05
902,minimax,0,0,-0.003,0.05
903,frozen,1,0,0.994,0.05
904,self,0,1,-0.017,0.05
905,frozen,1,0,0.987,0.05
906,heuristic,0,0,-0.004,0.05
907,frozen,1,1,0.984,0.05
908,frozen,1,0,0.985,0.05
909,frozen,0,0,-0.013,0.05
910,frozen,1,0,0.987,0.05
911,self,0,1,-0.016,0.05
912,frozen,0,1,-0.017,0.05
913,heuristic,0,1,-0.004,0.05
914,frozen,1,1,0.985,0.05
915,heuristic,0,1,-0.005,0.05
916,self,1,1,0.986,0.05
917,random,1,1,0.987,0.05
918,minimax,0,1,-0.009,0.05
919,minimax,0,1,-0.01,0.05
920,heuristic,0,1,-0.005,0.05
921,frozen,0,1,-0.012,0.05
922,heuristic,0,1,-0.013,0.05
923,frozen,0,1,-0.01,0.05
924,self,1,1,0.992,0.05
925,heuristic,0,1,-0.006,0.05
926,heuristic,0,0,-0.003,0.05
927,self,0,1,-0.011,0.05
928,self,0,0,-0.009,0.05
929,self,0,1,-0.016,0.05
930,frozen,0,0,-0.009,0.05
931,frozen,0,1,-0.01,0.05
932,frozen,1,1,0.986,0.05
933,self,0,1,-0.017,0.05
934,frozen,0,1,-0.015,0.05
935,frozen,0,1,-0.015,0.05
936,self,0,1,-0.016,0.05
937,heuristic,1,0,0.997,0.05
938,random,0,0,-0.011,0.05
939,minimax,0,0,-0.007,0.05
940,minimax,0,0,-0.014,0.05
941,frozen,1,1,0.995,0.05
942,minimax,0,1,-0.004,0.05
943,self,0,1,-0.013,0.05
944,random,0,0,-0.011,0.05
945,frozen,1,1,0.985,0.05
946,frozen,1,0,0.986,0.05
947,minimax,0,1,-0.005,0.05
948,frozen,0,0,-0.008,0.05
949,heuristic,0,1,-0.009,0.05
950,self,1,0,0.986,0.05
951,self,1,0,0.992,0.05
952,minimax,0,0,-0.007,0.05
953,frozen,0,0,-0.013,0.05
954,minimax,0,0,-0.003,0.05
955,minimax,0,1,-0.005,0.05
956,random,0,0,-0.01,0.05
957,random,0,1,-0.006,0.05
958,heuristic,0,0,-0.003,0.05
959,random,0,0,-0.014,0.05
960,frozen,0,1,-0.012,0.05
961,frozen,0,1,-0.016,0.05
962,minimax,0,1,-0.011,0.05
963,frozen,0,0,-0.014,0.05
964,self,1,0,0.994,0.05
965,minimax,0,0,-0.004,0.05
966,frozen,1,0,0.993,0.05
967,minimax,0,0,-0.013,0.05
968,minimax,0,0,-0.008,0.05
969,frozen,0,1,-0.012,0.05
970,random,0,1,-0.015,0.05
971,self,1,1,0.987,0.05
972,frozen,1,0,0.989,0.05
973,self,0,0,-0.015,0.05
974,random,0,1,-0.015,0.05
975,heuristic,0,1,-0.004,0.05
976,self,1,1,0.99,0.05
977,random,1,1,0.987,0.05
978,frozen,0,0,-0.014,0.05
979,self,1,0,0.986,0.05
980,self,0,1,-0.014,0.05
981,self,1,1,0.986,0.05
982,heuristic,0,1,-0.006,0.05
983,self,1,1,0.991,0.05
984,frozen,1,1,0.986,0.05
985,frozen,1,1,0.986,0.05
986,self,1,1,0.989,0.05
987,self,0,0,-0.016,0.05
988,self,0,0,-0.016,0.05
989,heuristic,0,0,-0.002,0.05
990,random,1,1,0.989,0.05
991,minimax,0,0,-0.008,0.05
992,heuristic,0,1,-0.006,0.05
993,self,1,0,0.987,0.05
994,frozen,0,0,-0.015,0.05
995,self,0,0,-0.015,0.05
996,frozen,0,1,-0.015,0.05
997,frozen,1,0,0.998,0.05
998,random,1,0,0.989,0.05
999,minimax,0,0,-0.002,0.05
1000,frozen,0,1,-0.01,0.05
1001,heuristic,0,1,-0.004,0.05
1002,frozen,1,1,0.994,0.05
1003,frozen,0,1,-0.014,0.05
1004,frozen,0,0,-0.004,0.05
1005,random,1,0,0.987,0.05
1006,self,0,1,-0.014,0.05
1007,frozen,0,1,-0.014,0.05
1008,frozen,0,1,-0.016,0.05
1009,self,1,1,0.986,0.05
1010,random,1,0,0.987,0.05
1011,minimax,0,0,-0.009,0.05
1012,minimax,0,0,-0.005,0.05
1013,self,0,0,-0.014,0.05
1014,frozen,0,1,-0.008,0.05
1015,minimax,0,1,-0.009,0.05
1016,self,1,1,0.989,0.05
1017,random,1,0,0.987,0.05
1018,frozen,0,1,-0.011,0.05
1019,heuristic,0,0,-0.007,0.05
1020,random,1,0,0.987,0.05
1021,self,1,0,0.984,0.05
1022,random,0,1,-0.012,0.05
1023,frozen,1,1,0.987,0.05
1024,heuristic,0,0,-0.007,0.05
1025,frozen,0,0,-0.014,0.05
1026,frozen,0,1,-0.016,0.05
1027,frozen,0,0,-0.013,0.05
1028,self,0,0,-0.013,0.05
1029,frozen,0,1,-0.014,0.05
1030,frozen,0,0,-0.004,0.05
1031,random,1,1,0.99,0.05
1032,frozen,0,1,-0.014,0.05
1033,heuristic,0,1,-0.007,0.05
1034,frozen,1,1,0.994,0.05
1035,frozen,0,1,-0.015,0.05
1036,heuristic,1,1,0.995,0.05
1037,frozen,0,0,-0.016,0.05
1038,heuristic,0,0,-0.004,0.05
1039,frozen,0,0,-0.014,0.05
1040,random,1,0,0.988,0.05
1041,minimax,0,0,-0.004,0.05
1042,minimax,0,0,-0.004,0.05
1043,frozen,0,0,-0.014,0.05
1044,self,0,0,-0.011,0.05
1045,minimax,0,1,-0.003,0.05
1046,frozen,1,1,0.988,0.05
1047,minimax,0,1,-0.011,0.05
1048,self,1,1,0.988,0.05
1049,random,0,1,-0.013,0.05
1050,self,0,1,-0.013,0.05
1051,frozen,1,1,0.987,0.05
1052,minimax,0,1,-0.013,0.05
1053,minimax,0,1,-0.002,0.05
1054,frozen,1,0,0.995,0.05
1055,frozen,1,0,0.991,0.05
1056,heuristic,0,0,-0.003,0.05
1057,random,1,0,0.988,0.05
1058,self,0,0,-0.007,0.05
1059,frozen,0,1,-0.015,0.05
1060,heuristic,0,1,-0.006,0.05
1061,frozen,1,1,0.989,0.05
1062,self,0,1,-0.013,0.05
1063,frozen,0,0,-0.014,0.05
1064,frozen,0,1,-0.014,0.05
1065,heuristic,0,0,-0.01,0.05
1066,heuristic,0,0,-0.004,0.05
1067,self,0,0,-0.012,0.05
1068,self,0,1,-0.011,0.05
1069,frozen,0,0,-0.011,0.05
1070,frozen,0,1,-0.003,0.05
1071,heuristic,1,0,0.997,0.05
1072,random,1,1,0.99,0.05
1073,frozen,0,0,-0.014,0.05
1074,frozen,0,0,-0.013,0.05
1075,self,1,0,0.986,0.05
1076,self,1,0,0.988,0.05
1077,frozen,1,1,0.99,0.05
1078,frozen,1,0,0.992,0.05
1079,minimax,0,0,-0.011,0.05
1080,frozen,1,0,0.984,0.05
1081,frozen,0,1,-0.015,0.05
1082,heuristic,0,0,-0.007,0.05
1083,minimax,0,0,-0.003,0.05
1084,self,1,0,0.985,0.05
1085,random,1,1,0.988,0.05
1086,frozen,0,1,-0.015,0.05
1087,random,1,0,0.986,0.05
1088,frozen,0,1,-0.015,0.05
1089,frozen,0,1,-0.012,0.05
1090,minimax,0,0,-0.008,0.05
1091,heuristic,0,0,-0.004,0.05
1092,self,0,0,-0.014,0.05
1093,minimax,0,1,-0.004,0.05
1094,frozen,1,1,0.988,0.05
1095,minimax,0,1,-0.009,0.05
1096,self,1,0,0.986,0.05
1097,minimax,0,1,-0.004,0.05
1098,random,0,0,-0.012,0.05
1099,frozen,1,0,0.985,0.05
1100,heuristic,0,1,-0.012,0.05
1101,frozen,1,0,0.991,0.05
1102,random,1,1,0.991,0.05
1103,heuristic,0,0,-0.006,0.05
1104,random,0,1,-0.014,0.05
1105,self,0,1,-0.003,0.05
1106,heuristic,0,0,-0.006,0.05
1107,self,1,0,0.986,0.05
1108,minimax,0,1,-0.01,0.05
1109,frozen,0,0,-0.015,0.05
1110,frozen,0,0,-0.008,0.05
1111,random,1,1,0.991,0.05
1112,minimax,0,1,-0.005,0.05
1113,self,1,0,0.984,0.05
1114,heuristic,0,1,-0.006,0.05
1115,self,1,1,0.989,0.05
1116,frozen,0,0,-0.015,0.05
1117,random,1,0,0.988,0.05
1118,minimax,0,0,-0.004,0.05
1119,minimax,0,0,-0.014,0.05
1120,self,1,1,0.985,0.05
1121,frozen,0,0,-0.008,0.05
1122,heuristic,0,1,-0.01,0.05
1123,minimax,0,0,-0.007,0.05
1124,frozen,1,0,0.99,0.05
1125,frozen,1,1,0.986,0.05
1126,frozen,0,1,-0.013,0.05
1127,minimax,0,0,-0.007,0.05
1128,heuristic,0,0,-0.008,0.05
1129,frozen,0,0,-0.001,0.05
1130,minimax,0,1,-0.006,0.05
1131,heuristic,0,0,-0.008,0.05
1132,self,0,0,-0.015,0.05
1133,random,1,1,0.993,0.05
1134,frozen,0,0,-0.014,0.05
1135,heuristic,0,0,-0.007,0.05
1136,frozen,0,0,-0.015,0.05
1137,random,1,0,0.992,0.05
1138,self,1,0,0.986,0.05
1139,frozen,1,1,0.984,0.05
1140,frozen,0,1,-0.009,0.05
1141,self,1,1,0.991,0.05
1142,heuristic,0,1,-0.004,0.05
1143,random,0,1,-0.01,0.05
1144,random,1,0,0.99,0.05
1145,random,0,1,-0.015,0.05
1146,frozen,1,1,0.986,0.05
1147,heuristic,1,0,0.997,0.05
1148,heuristic,0,0,-0.004,0.05
1149,frozen,1,1,0.986,0.05
1150,frozen,1,0,0.99,0.05
1151,heuristic,0,1,-0.004,0.05
1152,heuristic,0,0,-0.011,0.05
1153,random,0,1,-0.011,0.05
1154,self,0,1,-0.009,0.05
1155,frozen,0,0,-0.014,0.05
1156,frozen,1,0,0.986,0.05
1157,self,1,0,0.986,0.05
1158,minimax,0,0,-0.001,0.05
1159,frozen,1,1,0.987,0.05
1160,random,0,0,-0.014,0.05
1161,random,1,1,0.987,0.05
1162,heuristic,0,1,-0.009,0.05
1163,frozen,0,1,-0.014,0.05
1164,minimax,0,0,-0.008,0.05
1165,random,0,1,-0.014,0.05
1166,self,0,1,-0.016,0.05
1167,self,0,0,-0.015,0.05
1168,frozen,1,0,0.985,0.05
1169,frozen,0,1,-0.008,0.05
1170,frozen,1,0,0.985,0.05
1171,random,1,1,0.989,0.05
1172,random,0,0,-0.013,0.05
1173,random,0,1,-0.014,0.05
1174,self,1,0,0.984,0.05
1175,frozen,0,1,-0.016,0.05
1176,frozen,0,0,-0.008,0.05
1177,minimax,0,1,-0.008,0.05
1178,frozen,0,0,-0.006,0.05
1179,minimax,0,1,-0.006,0.05
1180,heuristic,0,0,-0.009,0.05
1181,minimax,0,1,-0.013,0.05
1182,minimax,0,1,-0.004,0.05
1183,minimax,0,0,-0.008,0.05
1184,frozen,0,0,-0.013,0.05
1185,self,0,0,-0.014,0.05
1186,frozen,1,1,0.986,0.05
1187,self,1,1,0.989,0.05
1188,frozen,0,1,-0.016,0.05
1189,minimax,0,0,-0.003,0.05
1190,heuristic,0,0,-0.011,0.05
1191,frozen,0,1,-0.013,0.05
1192,self,0,1,-0.011,0.05
1193,minimax,0,0,-0.002,0.05
1194,self,0,0,-0.015,0.05
1195,frozen,1,0,0.989,0.05
1196,frozen,1,1,0.99,0.05
1197,minimax,0,0,-0.004,0.05
1198,frozen,0,1,-0.015,0.05
1199,frozen,0,1,-0.015,0.05
1200,heuristic,1,0,0.997,0.05
1201,random,1,0,0.987,0.05
1202,minimax,0,0,-0.002,0.05
1203,frozen,1,0,0.985,0.05
1204,minimax,0,0,-0.006,0.05
1205,self,0,1,-0.015,0.05
1206,random,1,1,0.987,0.05
1207,frozen,1,0,0.989,0.05
1208,frozen,1,1,0.987,0.05
1209,frozen,0,1,-0.01,0.05
1210,minimax,0,1,-0.003,0.05
1211,frozen,0,0,-0.015,0.05
1212,random,1,0,0.985,0.05
1213,random,1,0,0.988,0.05
1214,minimax,0,0,-0.002,0.05
1215,frozen,1,0,0.987,0.05
1216,frozen,1,1,0.986,0.05
1217,random,1,1,0.988,0.05
1218,minimax,0,1,-0.005,0.05
1219,frozen,0,0,-0.008,0.05
1220,frozen,1,0,0.988,0.05
1221,frozen,0,0,-0.007,0.05
1222,heuristic,0,1,-0.002,0.05
1223,minimax,0,0,-0.002,0.05
1224,self,1,1,0.984,0.05
1225,random,0,1,-0.014,0.05
1226,self,0,1,-0.013,0.05
1227,minimax,0,0,-0.003,0.05
1228,frozen,0,1,-0.014,0.05
1229,random,1,1,0.989,0.05
1230,frozen,0,1,-0.013,0.05
1231,minimax,0,1,-0.002,0.05
1232,frozen,0,0,-0.015,0.05
1233,random,0,1,-0.014,0.05
1234,self,0,1,-0.017,0.05
1235,minimax,0,0,-0.003,0.05
1236,frozen,0,1,-0.003,0.05
1237,frozen,0,1,-0.012,0.05
1238,frozen,1,0,0.986,0.05
1239,heuristic,0,1,-0.003,0.05
1240,self,1,0,0.986,0.05
1241,heuristic,1,1,0.997,0.05
1242,self,0,0,-0.014,0.05
1243,frozen,0,1,-0.017,0.05
1244,heuristic,0,0,-0.009,0.05
1245,frozen,1,0,0.984,0.05
1246,frozen,1,1,0.987,0.05
1247,minimax,0,1,-0.002,0.05
1248,random,0,0,-0.013,0.05
1249,frozen,1,1,0.986,0.05
1250,self,1,0,0.984,0.05
1251,minimax,0,0,-0.003,0.05
1252,self,0,1,-0.017,0.05
1253,self,0,1,-0.013,0.05
1254,frozen,0,1,-0.016,0.05
1255,random,1,0,0.986,0.05
1256,frozen,1,0,0.988,0.05
1257,heuristic,0,0,-0.003,0.05
1258,heuristic,0,1,-0.004,0.05
1259,random,1,1,0.989,0.05
1260,random,0,1,-0.014,0.05
1261,frozen,0,0,-0.012,0.05
1262,random,1,1,0.986,0.05
1263,frozen,1,1,0.99,0.05
1264,random,0,1,-0.015,0.05
1265,random,1,1,0.988,0.05
1266,heuristic,0,0,-0.002,0.05
1267,self,0,1,-0.014,0.05
1268,self,1,1,0.99,0.05
1269,frozen,1,0,0.987,0.05
1270,frozen,1,0,0.987,0.05
1271,minimax,0,0,-0.012,0.05
1272,random,0,0,-0.013,0.05
1273,frozen,0,0,-0.014,0.05
1274,heuristic,0,1,-0.007,0.05
1275,frozen,1,1,0.986,0.05
1276,random,1,1,0.99,0.05
1277,frozen,1,0,0.986,0.05
1278,minimax,0,1,-0.004,0.05
1279,frozen,1,0,0.989,0.05
1280,random,0,0,-0.013,0.05
1281,heuristic,0,1,-0.006,0.05
1282,heuristic,0,0,-0.004,0.05
1283,heuristic,0,1,-0.006,0.05
1284,heuristic,0,0,-0.007,0.05
1285,frozen,1,0,0.989,0.05
1286,random,1,1,0.991,0.05
1287,random,0,1,-0.01,0.05
1288,random,1,1,0.99,0.05
1289,frozen,0,0,-0.015,0.05
1290,self,0,1,-0.013,0.05
1291,frozen,0,0,-0.011,0.05
1292,self,0,1,-0.017,0.05
1293,self,0,1,-0.009,0.05
1294,heuristic,0,0,-0.003,0.05
1295,random,1,1,0.987,0.05
1296,frozen,0,0,-0.016,0.05
1297,self,0,1,-0.014,0.05
1298,self,0,0,-0.011,0.05
1299,self,0,1,-0.016,0.05
1300,heuristic,0,0,-0.01,0.05
1301,frozen,1,1,0.988,0.05
1302,random,1,1,0.99,0.05
1303,frozen,1,0,0.987,0.05
1304,minimax,0,1,-0.009,0.05
1305,frozen,1,0,0.984,0.05
1306,frozen,1,0,0.993,0.05
1307,heuristic,0,0,-0.009,0.05
1308,self,1,0,0.989,0.05
1309,minimax,0,0,-0.002,0.05
1310,heuristic,0,1,-0.014,0.05
1311,self,0,0,-0.014,0.05
1312,frozen,0,0,-0.013,0.05
1313,frozen,1,1,0.985,0.05
1314,random,0,1,-0.012,0.05
1315,random,0,0,-0.012,0.05
1316,frozen,1,0,0.99,0.05
1317,minimax,0,0,-0.007,0.05
1318,frozen,0,1,-0.015,0.05
1319,frozen,1,1,0.986,0.05
1320,self,0,1,-0.016,0.05
1321,random,1,0,0.987,0.05
1322,minimax,0,1,-0.013,0.05
1323,random,1,1,0.99,0.05
1324,random,0,0,-0.011,0.05
1325,self,1,1,0.988,0.05
1326,random,1,1,0.991,0.05
1327,minimax,0,1,-0.011,0.05
1328,random,1,1,0.988,0.05
1329,random,0,1,-0.008,0.05
1330,heuristic,0,1,-0.01,0.05
1331,frozen,1,1,0.986,0.05
1332,self,0,1,-0.013,0.05
1333,self,0,0,-0.013,0.05
1334,heuristic,0,0,-0.004,0.05
1335,frozen,1,1,0.998,0.05
1336,self,1,1,0.985,0.05
1337,random,0,0,-0.013,0.05
1338,random,0,1,-0.015,0.05
1339,random,0,1,-0.013,0.05
1340,minimax,0,1,-0.003,0.05
1341,random,1,1,0.99,0.05
1342,frozen,0,1,-0.014,0.05
1343,frozen,0,0,-0.015,0.05
1344,frozen,1,0,0.988,0.05
1345,minimax,0,1,-0.012,0.05
1346,heuristic,0,0,-0.004,0.05
1347,random,1,0,0.991,0.05
1348,frozen,0,1,-0.008,0.05
1349,self,1,1,0.988,0.05
1350,heuristic,0,0,-0.004,0.05
1351,random,0,1,-0.013,0.05
1352,self,1,0,0.986,0.05
1353,frozen,1,0,0.986,0.05
1354,random,0,1,-0.011,0.05
1355,random,1,0,0.988,0.05
1356,frozen,0,0,-0.01,0.05
1357,random,1,0,0.987,0.05
1358,random,0,0,-0.012,0.05
1359,heuristic,1,1,0.995,0.05
1360,random,1,1,0.991,0.05
1361,self,0,1,-0.015,0.05
1362,frozen,0,0,-0.013,0.05
1363,frozen,1,1,0.988,0.05
1364,random,0,0,-0.01,0.05
1365,frozen,1,1,0.988,0.05
1366,frozen,0,0,-0.014,0.05
1367,frozen,0,1,-0.017,0.05
1368,frozen,1,1,0.994,0.05
1369,self,1,1,0.992,0.05
1370,self,0,1,-0.015,0.05
1371,random,1,1,0.987,0.05
1372,self,1,0,0.988,0.05
1373,frozen,1,1,0.988,0.05
1374,random,0,0,-0.013,0.05
1375,frozen,1,1,0.986,0.05
1376,minimax,0,1,-0.011,0.05
1377,self,0,0,-0.015,0.05
1378,self,1,0,0.985,0.05
1379,frozen,0,1,-0.016,0.05
1380,heuristic,0,1,-0.006,0.05
1381,random,0,1,-0.01,0.05
1382,heuristic,0,0,-0.011,0.05
1383,heuristic,0,0,-0.006,0.05
1384,minimax,0,0,-0.01,0.05
1385,heuristic,0,1,-0.003,0.05
1386,frozen,0,1,-0.016,0.05
1387,frozen,1,1,0.988,0.05
1388,self,0,0,-0.015,0.05
1389,frozen,0,1,-0.015,0.05
1390,self,1,1,0.988,0.05
1391,self,0,1,-0.013,0.05
1392,heuristic,0,0,-0.01,0.05
1393,heuristic,0,0,-0.004,0.05
1394,frozen,1,1,0.985,0.05
1395,self,1,0,0.991,0.05
1396,heuristic,0,0,-0.004,0.05
1397,self,1,0,0.988,0.05
1398,minimax,0,1,-0.003,0.05
1399,minimax,0,0,-0.014,0.05
1400,frozen,0,1,-0.015,0.05
1401,self,0,0,-0.015,0.05
1402,heuristic,1,1,0.997,0.05
1403,frozen,0,1,-0.014,0.05
1404,heuristic,1,1,0.997,0.05
1405,heuristic,0,1,-0.004,0.05
1406,frozen,0,1,-0.015,0.05
1407,random,0,1,-0.013,0.05
1408,self,1,1,0.989,0.05
1409,self,0,1,-0.01,0.05
1410,heuristic,0,1,-0.004,0.05
1411,frozen,0,0,-0.015,0.05
1412,self,0,1,-0.017,0.05
1413,frozen,1,1,0.991,0.05
1414,heuristic,1,1,0.997,0.05
1415,random,1,0,0.989,0.05
1416,frozen,1,1,0.986,0.05
1417,frozen,1,1,0.986,0.05
1418,minimax,0,1,-0.006,0.05
1419,heuristic,0,1,-0.006,0.05
1420,self,1,1,0.986,0.05
1421,minimax,0,1,-0.003,0.05
1422,self,0,0,-0.008,0.05
1423,frozen,1,0,0.988,0.05
1424,frozen,1,0,0.985,0.05
1425,frozen,0,1,-0.003,0.05
1426,minimax,0,0,-0.004,0.05
1427,minimax,0,0,-0.011,0.05
1428,minimax,0,1,-0.009,0.05
1429,minimax,0,1,-0.002,0.05
1430,frozen,1,0,0.987,0.05
1431,random,1,0,0.987,0.05
1432,random,0,0,-0.008,0.05
1433,self,0,1,-0.016,0.05
1434,heuristic,0,1,-0.005,0.05
1435,random,0,0,-0.01,0.05
1436,heuristic,0,0,-0.002,0.05
1437,frozen,1,1,0.993,0.05
1438,heuristic,0,0,-0.011,0.05
1439,frozen,0,1,-0.012,0.05
1440,frozen,1,1,0.991,0.05
1441,self,1,0,0.986,0.05
1442,frozen,1,0,0.985,0.05
1443,frozen,1,0,0.986,0.05
1444,random,1,1,0.987,0.05
1445,minimax,0,0,-0.006,0.05
1446,minimax,0,1,-0.003,0.05
1447,heuristic,0,0,-0.002,0.05
1448,heuristic,0,0,-0.002,0.05
1449,heuristic,0,0,-0.002,0.05
1450,frozen,0,0,-0.007,0.05
1451,frozen,0,0,-0.012,0.05
1452,frozen,1,1,0.986,0.05
1453,minimax,0,0,-0.006,0.05
1454,self,0,0,-0.013,0.05
1455,frozen,1,1,0.994,0.05
1456,heuristic,1,0,0.997,0.05
1457,frozen,1,1,0.985,0.05
1458,self,0,1,-0.012,0.05
1459,frozen,0,1,-0.016,0.05
1460,self,0,0,-0.01,0.05
1461,minimax,0,0,-0.008,0.05
1462,self,1,0,0.984,0.05
1463,minimax,0,0,-0.006,0.05
1464,minimax,0,0,-0.005,0.05
1465,frozen,1,1,0.987,0.05
1466,self,0,0,-0.013,0.05
1467,frozen,0,1,-0.011,0.05
1468,self,1,0,0.987,0.05
1469,random,1,1,0.985,0.05
1470,minimax,0,0,-0.004,0.05
1471,random,1,1,0.99,0.05
1472,self,1,1,0.987,0.05
1473,random,0,0,-0.012,0.05
1474,minimax,0,1,-0.008,0.05
1475,heuristic,0,0,-0.006,0.05
1476,frozen,0,1,-0.015,0.05
1477,random,0,0,-0.01,0.05
1478,self,1,1,0.988,0.05
1479,self,0,0,-0.009,0.05
